STATION NAME                     ,WMO_ID, CN ,TYPE,LAT,LON,ELVATION
                      LAKE GRACE ,94635, AUSTRALIA ,SA,-33.11667 ,118.46667 ,286 
                    RAVENSTHORPE ,94636, AUSTRALIA ,SA,-33.56667 ,120.03333 ,232 
                       ESPERANCE ,94638, AUSTRALIA ,SA,-33.81667 ,121.88333 ,25 
                       ESPERANCE ,94638, AUSTRALIA ,UA,-33.81667 ,121.88333 ,26 
                        NORSEMAN ,94639, AUSTRALIA ,SA,-32.20000 ,121.78333 ,277 
                      BALLADONIA ,94642, AUSTRALIA ,SA,-32.45000 ,123.86667 ,149 
                         BALGAIR ,94643, AUSTRALIA ,SA,-31.08333 ,125.65000 ,162 
                     EYRE MADURA ,94645, AUSTRALIA ,SA,-32.23333 ,126.28333 ,6 
                       EUCLA AMO ,94647, AUSTRALIA ,SA,-31.68333 ,128.90000 ,93 
                       EUCLA AMO ,94647, AUSTRALIA ,UA,-31.66667 ,128.88333 ,102 
                            COOK ,94649, AUSTRALIA ,SA,-30.61667 ,130.40000 ,120 
                       NULLARBOR ,94651, AUSTRALIA ,SA,-31.43333 ,130.88333 ,64 
                     STREAKY BAY ,94654, AUSTRALIA ,SA,-32.80000 ,134.21667 ,13 
                        TARCOOLA ,94655, AUSTRALIA ,SA,-30.71667 ,134.56667 ,119 
            ELLISTON POST OFFICE ,94656, AUSTRALIA ,SA,-33.65000 ,134.88333 ,4 
                       KYANCUTTA ,94657, AUSTRALIA ,SA,-33.11667 ,135.55000 ,58 
                 COLES POINT AWS ,94658, AUSTRALIA ,SA,-34.38333 ,135.36667 ,28 
                    PORT LINCOLN ,94660, AUSTRALIA ,SA,-34.71667 ,135.86667 ,4 
                           CLEVE ,94661, AUSTRALIA ,SA,-33.70000 ,136.48333 ,193 
                 WHYALLA AIRPORT ,94662, AUSTRALIA ,SA,-33.05000 ,137.50000 ,11 
                         WAROOKA ,94663, AUSTRALIA ,SA,-34.98333 ,137.40000 ,53 
                         WHYALLA ,94664, AUSTRALIA ,SA,-33.01667 ,137.51667 ,13 
                        MAITLAND ,94665, AUSTRALIA ,SA,-34.36667 ,137.66667 ,186 
                    PORT AUGUSTA ,94666, AUSTRALIA ,SA,-32.53333 ,137.76667 ,4 
                      KADINA P O ,94667, AUSTRALIA ,SA,-33.96667 ,137.71667 ,44 
                           KIMBA ,94668, AUSTRALIA ,SA,-33.15000 ,136.41667 ,263 
                      PORT PIRIE ,94669, AUSTRALIA ,SA,-33.18333 ,138.01667 ,3 
                        SNOWTOWN ,94670, AUSTRALIA ,SA,-33.78333 ,138.21667 ,103 
                      VIRGINIA 3 ,94671, AUSTRALIA ,SA,-34.65000 ,138.53333 ,12 
                          HAWKER ,94673, AUSTRALIA ,SA,-31.86667 ,138.40000 ,315 
                        ADELAIDE ,94675, AUSTRALIA ,SA,-34.91667 ,138.61667 ,47 
                       ARKAROOLA ,94676, AUSTRALIA ,SA,-30.30000 ,139.33333 ,340 
                   GOOLWA MARINA ,94677, AUSTRALIA ,SA,-35.51667 ,138.80000 ,3 
 WILLIAMSTOWN MOUNT CRAWFORD AWS ,94678, AUSTRALIA ,SA,-34.73333 ,138.93333 ,515 
                         YONGALA ,94679, AUSTRALIA ,SA,-33.01667 ,138.70000 ,515 
                         EUDUNDA ,94680, AUSTRALIA ,SA,-34.16667 ,139.08333 ,415 
                       NURIOOTPA ,94681, AUSTRALIA ,SA,-34.46667 ,139.00000 ,274 
                          LOXTON ,94682, AUSTRALIA ,SA,-34.43333 ,140.58333 ,30 
                           YUNTA ,94684, AUSTRALIA ,SA,-32.56667 ,139.55000 ,303 
                          CADELL ,94685, AUSTRALIA ,SA,-34.05000 ,139.75000 ,16 
                           KIRRA ,94686, AUSTRALIA ,SA,-35.76667 ,140.88333 ,155 
                         RENMARK ,94687, AUSTRALIA ,SA,-34.16667 ,140.75000 ,20 
                         LAMEROO ,94688, AUSTRALIA ,SA,-35.33333 ,140.51667 ,99 
                 BROKEN HILL AWS ,94691, AUSTRALIA ,SA,-32.00000 ,141.46667 ,281 
                        MENINDEE ,94694, AUSTRALIA ,SA,-32.40000 ,142.41667 ,61 
                       WILCANNIA ,94695, AUSTRALIA ,SA,-31.55000 ,143.36667 ,76 
                       BALRANALD ,94696, AUSTRALIA ,SA,-34.63333 ,143.55000 ,61 
             IVANHOE POST OFFICE ,94697, AUSTRALIA ,SA,-32.90000 ,144.28333 ,85 
               HAY MILLER STREET ,94698, AUSTRALIA ,SA,-34.51667 ,144.85000 ,93 
                    WHITE CLIFFS ,94699, AUSTRALIA ,SA,-30.85000 ,143.08333 ,151 
                HILLSTON AIRPORT ,94700, AUSTRALIA ,SA,-33.48333 ,145.51667 ,123 
                         HAY AWS ,94701, AUSTRALIA ,SA,-34.53333 ,144.86667 ,90 
              BOURKE POST OFFICE ,94703, AUSTRALIA ,SA,-30.08333 ,145.93333 ,106 
                    GRIFFITH AWS ,94705, AUSTRALIA ,SA,-34.31667 ,146.06667 ,125 
                      NARRANDERA ,94706, AUSTRALIA ,SA,-34.73333 ,146.55000 ,173 
                       CONDOBLIN ,94707, AUSTRALIA ,SA,-33.08333 ,147.15000 ,199 
                          NYNGAN ,94708, AUSTRALIA ,SA,-31.55000 ,147.18333 ,173 
                         WYALONG ,94709, AUSTRALIA ,SA,-33.91667 ,147.23333 ,245 
               COBAR AIRPORT AWS ,94710, AUSTRALIA ,SA,-31.55000 ,145.80000 ,217 
                           COBAR ,94711, AUSTRALIA ,SA,-31.48333 ,145.81667 ,264 
                           COBAR ,94711, AUSTRALIA ,UA,-31.48333 ,145.81667 ,265 
                       YOUNG AWS ,94712, AUSTRALIA ,SA,-34.25000 ,148.23333 ,380 
              FORBES CAMP STREET ,94713, AUSTRALIA ,SA,-33.38333 ,148.00000 ,240 
                     COOTAMUNDRA ,94714, AUSTRALIA ,SA,-34.63333 ,148.01667 ,318 
                         WALGETT ,94715, AUSTRALIA ,SA,-30.01667 ,148.11667 ,133 
                        GOULBURN ,94716, AUSTRALIA ,SA,-34.71667 ,149.73333 ,650 
         PARKES MACARTHUR STREET ,94717, AUSTRALIA ,SA,-33.13333 ,148.15000 ,324 
                       COONAMBLE ,94718, AUSTRALIA ,SA,-30.95000 ,148.38333 ,180 
                   COWRA AIRPORT ,94720, AUSTRALIA ,SA,-33.83333 ,148.63333 ,294 
                       PEAK HILL ,94721, AUSTRALIA ,SA,-32.71667 ,148.18333 ,267 
                      WELLINGTON ,94723, AUSTRALIA ,SA,-32.55000 ,148.93333 ,304 
                  ORANGE AIRPORT ,94726, AUSTRALIA ,SA,-33.38333 ,149.11667 ,949 
                      MUDGEE AWS ,94727, AUSTRALIA ,SA,-32.55000 ,149.60000 ,471 
      COONABARABRAN NAMOI STREET ,94728, AUSTRALIA ,SA,-31.26667 ,149.26667 ,505 
            BATHURST AIRPORT AWS ,94729, AUSTRALIA ,SA,-33.40000 ,149.65000 ,742 
   BATHURST AGRICULT RES STATION ,94730, AUSTRALIA ,SA,-33.43333 ,149.56667 ,713 
                          MUDGEE ,94731, AUSTRALIA ,SA,-32.58333 ,149.58333 ,454 
                        FROGMORE ,94732, AUSTRALIA ,SA,-34.26667 ,148.83333 ,500 
           SINGLETON WATER BOARD ,94733, AUSTRALIA ,SA,-32.56667 ,151.15000 ,40 
                   NARRABRI WEST ,94734, AUSTRALIA ,SA,-30.33333 ,149.75000 ,212 
             TARALGA POST OFFICE ,94735, AUSTRALIA ,SA,-34.40000 ,149.81667 ,845 
                   JERRYS PLAINS ,94739, AUSTRALIA ,SA,-32.48333 ,150.90000 ,90 
                         LITHGOW ,94741, AUSTRALIA ,SA,-33.48333 ,150.13333 ,950 
                        GUNNEDAH ,94742, AUSTRALIA ,SA,-30.98333 ,150.25000 ,306 
                 MOUNT BOYCE AWS ,94743, AUSTRALIA ,SA,-33.61667 ,150.26667 ,1080 
                        KATOOMBA ,94744, AUSTRALIA ,SA,-33.71667 ,150.28333 ,1030 
                          BOWRAL ,94747, AUSTRALIA ,SA,-34.48333 ,150.40000 ,690 
                      WOLLONGONG ,94748, AUSTRALIA ,SA,-34.40000 ,150.88333 ,30 
                    BELLAMBI AWS ,94749, AUSTRALIA ,SA,-34.38333 ,150.93333 ,10 
          BADGERYS CREEK AIRPORT ,94752, AUSTRALIA ,SA,-33.88333 ,150.70000 ,81 
             NULLO MOUNTAINS AWS ,94754, AUSTRALIA ,SA,-32.71667 ,150.23333 ,1080 
                      MURRURUNDI ,94756, AUSTRALIA ,SA,-31.76667 ,150.83333 ,466 
                           SCONE ,94758, AUSTRALIA ,SA,-32.05000 ,150.86667 ,208 
                         BARRABA ,94761, AUSTRALIA ,SA,-30.36667 ,150.60000 ,500 
                         PENRITH ,94763, AUSTRALIA ,SA,-33.71667 ,150.66667 ,25 
                PARRAMATTA NORTH ,94764, AUSTRALIA ,SA,-33.80000 ,151.01667 ,55 
                      CANTERBURY ,94766, AUSTRALIA ,SA,-33.90000 ,151.10000 ,3 
          SYDNEY REGIONAL OFFICE ,94768, AUSTRALIA ,SA,-33.85000 ,151.20000 ,39 
                FORT DENISON AWS ,94769, AUSTRALIA ,SA,-33.85000 ,151.21667 ,2 
                      NORAH HEAD ,94770, AUSTRALIA ,SA,-33.28333 ,151.56667 ,27 
                        CESSNOCK ,94771, AUSTRALIA ,SA,-32.80000 ,151.33333 ,62 
                        ARMIDALE ,94773, AUSTRALIA ,SA,-30.51667 ,151.65000 ,980 
                       NEWCASTLE ,94774, AUSTRALIA ,SA,-32.91667 ,151.78333 ,33 
                        PATERSON ,94775, AUSTRALIA ,SA,-32.61667 ,151.58333 ,30 
                      GLEN INNES ,94778, AUSTRALIA ,SA,-29.73333 ,151.73333 ,1062 
                           TAREE ,94784, AUSTRALIA ,SA,-31.90000 ,152.48333 ,6 
          PORT MACQUARIE AIRPORT ,94786, AUSTRALIA ,SA,-31.43333 ,152.85000 ,4 
                  PORT MACQUARIE ,94787, AUSTRALIA ,SA,-31.43333 ,152.91667 ,7 
                         KEMPSEY ,94788, AUSTRALIA ,SA,-31.05000 ,152.81667 ,10 
  SMOKY CAPE LIGHTHOUSE SW ROCKS ,94790, AUSTRALIA ,SA,-30.91667 ,153.08333 ,117 
                 GOSSE ALLANDALE ,94803, AUSTRALIA ,SA,-35.76667 ,137.01667 ,232 
                  NEPTUNE ISLAND ,94804, AUSTRALIA ,SA,-35.33333 ,136.11667 ,32 
                      CAPE BORDA ,94805, AUSTRALIA ,SA,-35.75000 ,136.58333 ,143 
        MOUNT BARKER POST OFFICE ,94806, AUSTRALIA ,SA,-35.06667 ,138.85000 ,325 
                       KINGSCOTE ,94807, AUSTRALIA ,SA,-35.65000 ,137.63333 ,20 
                  EDITHBURGH AWS ,94809, AUSTRALIA ,SA,-35.10000 ,137.73333 ,6 
         STRATHALBYN POST OFFICE ,94810, AUSTRALIA ,SA,-35.25000 ,138.88333 ,70 
 PARAWA SECOND VALLEY FOREST AWS ,94811, AUSTRALIA ,SA,-35.56667 ,138.28333 ,341 
                ROBE POST OFFICE ,94812, AUSTRALIA ,SA,-37.16667 ,139.75000 ,3 
                  CAPE JAFFA AWS ,94813, AUSTRALIA ,SA,-36.96667 ,139.71667 ,17 
              VICTOR HARBOUR P O ,94815, AUSTRALIA ,SA,-35.55000 ,138.61667 ,5 
               KEITH POST OFFICE ,94816, AUSTRALIA ,SA,-36.08333 ,140.35000 ,29 
             CAPE NORTHUMBERLAND ,94818, AUSTRALIA ,SA,-38.05000 ,140.66667 ,5 
                      NARACOORTE ,94819, AUSTRALIA ,SA,-36.95000 ,140.73333 ,58 
                      MOUNT BURR ,94820, AUSTRALIA ,SA,-37.55000 ,140.41667 ,64 
                 CAPE WILLOUGHBY ,94822, AUSTRALIA ,SA,-35.83333 ,138.13333 ,55 
                         HEYWOOD ,94824, AUSTRALIA ,SA,-38.13333 ,141.63333 ,27 
                       CASTERTON ,94825, AUSTRALIA ,SA,-37.60000 ,141.41667 ,73 
                     CAPE NELSON ,94826, AUSTRALIA ,SA,-38.43333 ,141.55000 ,45 
                 NHILL COMPOSITE ,94827, AUSTRALIA ,SA,-36.33333 ,141.63333 ,133 
                PORTLAND AIRPORT ,94828, AUSTRALIA ,SA,-38.31667 ,141.46667 ,81 
                HAMILTON AIRPORT ,94829, AUSTRALIA ,SA,-37.63333 ,142.05000 ,245 
                  PORT FAIRY AWS ,94830, AUSTRALIA ,SA,-38.40000 ,142.23333 ,10 
                           OUYEN ,94831, AUSTRALIA ,SA,-35.06667 ,142.31667 ,50 
             WARRNAMBOOL AIRPORT ,94832, AUSTRALIA ,SA,-38.28333 ,142.43333 ,74 
                         STAWELL ,94833, AUSTRALIA ,SA,-37.05000 ,142.76667 ,203 
                          ARARAT ,94834, AUSTRALIA ,SA,-37.28333 ,142.98333 ,295 
                LOOKOUT HILL AWS ,94835, AUSTRALIA ,SA,-37.28333 ,143.25000 ,965 
                    MORTLAKE AWS ,94840, AUSTRALIA ,SA,-38.06667 ,142.76667 ,130 
                   WARRACKNABEAL ,94841, AUSTRALIA ,SA,-36.25000 ,142.40000 ,113 
                      CAPE OTWAY ,94842, AUSTRALIA ,SA,-38.85000 ,143.50000 ,82 
                       SWAN HILL ,94843, AUSTRALIA ,SA,-35.35000 ,143.56667 ,70 
                          KERANG ,94844, AUSTRALIA ,SA,-35.73333 ,143.91667 ,78 
                       ELLIMINYT ,94845, AUSTRALIA ,SA,-38.38333 ,143.60000 ,248 
                AIREYS INLET AWS ,94846, AUSTRALIA ,SA,-38.45000 ,144.10000 ,95 
                POINT WILSON AWS ,94847, AUSTRALIA ,SA,-38.10000 ,144.53333 ,18 
                     MARYBOROUGH ,94849, AUSTRALIA ,SA,-37.05000 ,143.73333 ,249 
             KING ISLAND AIRPORT ,94850, AUSTRALIA ,SA,-39.86667 ,143.86667 ,40 
              KING ISLAND CURRIE ,94851, AUSTRALIA ,SA,-39.93333 ,143.85000 ,24 
                        BALLARAT ,94852, AUSTRALIA ,SA,-37.51667 ,143.76667 ,441 
            SOUTH CHANNEL ISLAND ,94853, AUSTRALIA ,SA,-38.30000 ,144.80000 ,5 
                      AVALON AWS ,94854, AUSTRALIA ,SA,-38.03333 ,144.46667 ,11 
             BENDIGO AIRPORT AWS ,94855, AUSTRALIA ,SA,-36.73333 ,144.31667 ,215 
                         GEELONG ,94856, AUSTRALIA ,SA,-38.08333 ,144.33333 ,55 
             GEELONG AIRPORT AWS ,94857, AUSTRALIA ,SA,-38.23333 ,144.33333 ,43 
                WEST CHANNEL AWS ,94858, AUSTRALIA ,SA,-38.20000 ,144.75000 ,0 
                   REDESDALE AWS ,94859, AUSTRALIA ,SA,-37.01667 ,144.51667 ,290 
                 KILMORE GAP AWS ,94860, AUSTRALIA ,SA,-37.38333 ,144.96667 ,528 
                          ECHUCA ,94861, AUSTRALIA ,SA,-36.15000 ,144.75000 ,96 
                      YARRAWONGA ,94862, AUSTRALIA ,SA,-36.01667 ,145.98333 ,125 
                     SHEOAKS AWS ,94863, AUSTRALIA ,SA,-37.90000 ,144.11667 ,237 
                  TRAINING ANNEX ,94867, AUSTRALIA ,SA,-37.68333 ,144.95000 ,132 
                       MELBOURNE ,94868, AUSTRALIA ,SA,-37.81667 ,144.96667 ,35 
                      DENILIQUIN ,94869, AUSTRALIA ,SA,-35.55000 ,144.93333 ,93 
                   FRANKSTON AWS ,94871, AUSTRALIA ,SA,-38.15000 ,145.11667 ,6 
                  DUNNS HILL AWS ,94872, AUSTRALIA ,SA,-37.88333 ,145.33333 ,561 
    MELBOURNE HARBOUR CONTRO AWS ,94873, AUSTRALIA ,SA,-37.81667 ,144.93333 ,40 
               MANGALORE AIRPORT ,94874, AUSTRALIA ,SA,-36.88333 ,145.18333 ,142 
                      FINLEY AWS ,94876, AUSTRALIA ,SA,-35.71667 ,145.61667 ,110 
                TOCUMWAL AIRPORT ,94877, AUSTRALIA ,SA,-35.80000 ,145.58333 ,114 
                HUNTERS HILL AWS ,94878, AUSTRALIA ,SA,-36.21667 ,147.53333 ,981 
                   NOOJEE SLIVAR ,94880, AUSTRALIA ,SA,-37.90000 ,145.96667 ,270 
                         RUBICON ,94881, AUSTRALIA ,SA,-37.28333 ,145.81667 ,838 
                     LAKE EILDON ,94882, AUSTRALIA ,SA,-37.23333 ,145.91667 ,262 
                         BENALLA ,94884, AUSTRALIA ,SA,-36.55000 ,145.98333 ,169 
            WANGARATTA AERODROME ,94889, AUSTRALIA ,SA,-36.41667 ,146.30000 ,154 
                        GUNDAGAI ,94890, AUSTRALIA ,SA,-35.03333 ,148.10000 ,250 
          LATROBE VALLEY AIRPORT ,94891, AUSTRALIA ,SA,-38.20000 ,146.46667 ,56 
                       RHYLL AWS ,94892, AUSTRALIA ,SA,-38.45000 ,145.30000 ,13 
        WILSONS PROMONTORY LIGHT ,94893, AUSTRALIA ,SA,-39.11667 ,146.41667 ,89 
                    MOUNT BULLER ,94894, AUSTRALIA ,SA,-37.15000 ,146.43333 ,1707 
                      BEECHWORTH ,94895, AUSTRALIA ,SA,-36.31667 ,146.66667 ,330 
                    CERBERUS AWS ,94898, AUSTRALIA ,SA,-38.35000 ,145.16667 ,13 
                        CORRYONG ,94899, AUSTRALIA ,SA,-36.20000 ,147.88333 ,314 
                  HUME RESERVOIR ,94901, AUSTRALIA ,SA,-36.10000 ,147.01667 ,184 
                 FALLS CREEK AWS ,94903, AUSTRALIA ,SA,-36.86667 ,147.26667 ,1767 
                    MOUNT BEAUTY ,94904, AUSTRALIA ,SA,-36.75000 ,147.16667 ,366 
                MOUNT HOTHAM AWS ,94906, AUSTRALIA ,SA,-36.96667 ,147.11667 ,1849 
                            OMEO ,94911, AUSTRALIA ,SA,-37.08333 ,147.60000 ,677 
              BAIRNSDALE AIRPORT ,94912, AUSTRALIA ,SA,-37.88333 ,147.55000 ,50 
                   GELANTIPY AWS ,94913, AUSTRALIA ,SA,-37.21667 ,148.26667 ,760 
                  COMBIENBAR AWS ,94914, AUSTRALIA ,SA,-37.33333 ,149.01667 ,640 
                 PERISHER VALLEY ,94915, AUSTRALIA ,SA,-36.40000 ,148.40000 ,1735 
                      CABRAMURRA ,94916, AUSTRALIA ,SA,-35.93333 ,148.38333 ,1475 
                          ORBOST ,94917, AUSTRALIA ,SA,-37.68333 ,148.45000 ,41 
                      TUMBARUMBA ,94918, AUSTRALIA ,SA,-35.76667 ,148.00000 ,645 
               COOMA AIRPORT AWS ,94921, AUSTRALIA ,SA,-36.30000 ,148.96667 ,947 
         TINDBINBILLA NATURE RES ,94922, AUSTRALIA ,SA,-35.45000 ,148.93333 ,743 
                       BRAIDWOOD ,94927, AUSTRALIA ,SA,-32.41667 ,149.78333 ,665 
                         BOMBALA ,94928, AUSTRALIA ,SA,-36.91667 ,149.23333 ,705 
                     BOMBALA AWS ,94929, AUSTRALIA ,SA,-37.00000 ,149.21667 ,761 
                            BEGA ,94931, AUSTRALIA ,SA,-36.66667 ,149.81667 ,11 
                     POINT HICKS ,94932, AUSTRALIA ,SA,-37.80000 ,149.26667 ,24 
                     GABO ISLAND ,94933, AUSTRALIA ,SA,-37.56667 ,149.90000 ,15 
                  GREEN CAPE AWS ,94934, AUSTRALIA ,SA,-37.25000 ,150.03333 ,19 
                  MALLACOOTA AWS ,94935, AUSTRALIA ,SA,-37.60000 ,149.73333 ,22 
                    MORUYA HEADS ,94937, AUSTRALIA ,SA,-35.90000 ,150.15000 ,17 
                   ULLADULLA AWS ,94938, AUSTRALIA ,SA,-35.35000 ,150.48333 ,36 
        MONTAGUE ISLAND LIGHTHOU ,94939, AUSTRALIA ,SA,-36.25000 ,150.21667 ,52 
                      JERVIS BAY ,94940, AUSTRALIA ,SA,-35.08333 ,150.80000 ,85 
                    BATEMANS BAY ,94941, AUSTRALIA ,SA,-35.73333 ,150.18333 ,15 
                HOGAN ISLAND AWS ,94949, AUSTRALIA ,SA,-39.21667 ,146.98333 ,117 
                        MARRAWAH ,94950, AUSTRALIA ,SA,-40.90000 ,144.70000 ,107 
                          ERRIBA ,94951, AUSTRALIA ,SA,-41.43333 ,146.10000 ,590 
                        SMITHTON ,94952, AUSTRALIA ,SA,-40.83333 ,145.10000 ,8 
                         STRAHAN ,94953, AUSTRALIA ,SA,-42.15000 ,145.31667 ,8 
               CAPE GRIM B A P S ,94954, AUSTRALIA ,SA,-40.66667 ,144.68333 ,94 
                    HELLYER MINE ,94955, AUSTRALIA ,SA,-41.56667 ,145.71667 ,684 
             STRAHAN AIRPORT AWS ,94956, AUSTRALIA ,SA,-42.15000 ,145.28333 ,20 
                          BURNIE ,94958, AUSTRALIA ,SA,-41.06667 ,145.93333 ,10 
               ADAMSONS PEAK AWS ,94959, AUSTRALIA ,SA,-43.35000 ,146.80000 ,1070 
                           DOVER ,94961, AUSTRALIA ,SA,-43.30000 ,147.01667 ,16 
               MAATSUYKER ISLAND ,94962, AUSTRALIA ,SA,-43.65000 ,146.26667 ,147 
             MAYDENA POST OFFICE ,94963, AUSTRALIA ,SA,-42.75000 ,146.61667 ,275 
                      BUSHY PARK ,94964, AUSTRALIA ,SA,-42.70000 ,146.88333 ,35 
                        LOW HEAD ,94965, AUSTRALIA ,SA,-41.05000 ,146.80000 ,28 
              GEEVESTON FORESTRY ,94966, AUSTRALIA ,SA,-43.16667 ,146.91667 ,60 
                      CAPE BRUNY ,94967, AUSTRALIA ,SA,-43.50000 ,147.15000 ,55 
                      LAUNCESTON ,94969, AUSTRALIA ,SA,-41.41667 ,147.11667 ,5 
          HOBART REGIONAL OFFICE ,94970, AUSTRALIA ,SA,-42.88333 ,147.31667 ,51 
     MELTON MOWBRAY LOVELY BANKS ,94971, AUSTRALIA ,SA,-42.43333 ,147.21667 ,270 
                 SCOTTSDALE NO 2 ,94972, AUSTRALIA ,SA,-41.18333 ,147.50000 ,190 
                         MOOGARA ,94973, AUSTRALIA ,SA,-42.78333 ,146.90000 ,530 
                 CAPE SORELL AWS ,94974, AUSTRALIA ,SA,-42.20000 ,145.16667 ,19 
  LAKE SAINT CLAIR NATIONAL PARK ,94976, AUSTRALIA ,SA,-42.11667 ,146.16667 ,750 
                 HARTZ MOUNTAINS ,94977, AUSTRALIA ,SA,-43.20000 ,146.76667 ,830 
                 PALMERS LOOKOUT ,94978, AUSTRALIA ,SA,-43.16667 ,147.83333 ,192 
                      LAKE LEAKE ,94979, AUSTRALIA ,SA,-42.00000 ,147.78333 ,580 
         FLINDERS ISLAND AIRPORT ,94980, AUSTRALIA ,SA,-40.08333 ,148.00000 ,10 
                         SWANSEA ,94981, AUSTRALIA ,SA,-42.11667 ,148.06667 ,7 
                       ST HELENS ,94982, AUSTRALIA ,SA,-41.31667 ,148.23333 ,5 
      EDDYSTONE POINT LIGHTHOUSE ,94983, AUSTRALIA ,SA,-40.98333 ,148.33333 ,13 
                       WHITEMARK ,94984, AUSTRALIA ,SA,-40.11667 ,148.01667 ,6 
            ROSS WATERLOO STREET ,94985, AUSTRALIA ,SA,-42.01667 ,147.50000 ,195 
           HEARD ISLAND THE SPIT ,94997, AUSTRALIA ,SA,-53.10000 ,73.71667 ,12 
             DERBY AERODROME AWS ,95205, AUSTRALIA ,SA,-17.36667 ,123.66667 ,7 
              NORMAN REEF CAIRNS ,95287, AUSTRALIA ,SA,-16.43333 ,145.98333 ,2 
           BOUGAINVILLE REEF AWS ,95288, AUSTRALIA ,SA,-15.50000 ,147.11667 ,2 
                GREEN ISLAND AWS ,95289, AUSTRALIA ,SA,-16.76667 ,145.96667 ,3 
               MOORE REEF CAIRNS ,95290, AUSTRALIA ,SA,-16.85000 ,146.23333 ,2 
                INGHAM COMPOSITE ,95291, AUSTRALIA ,SA,-18.63333 ,146.16667 ,16 
        AYR DPI RESEARCH STATION ,95295, AUSTRALIA ,SA,-19.61667 ,146.38333 ,12 
                   HOOK REEF AWS ,95297, AUSTRALIA ,SA,-19.73333 ,149.16667 ,1 
          KARRATHA AERODROME AWS ,95307, AUSTRALIA ,SA,-20.71667 ,116.76667 ,9 
               KARRATHA KING BAY ,95308, AUSTRALIA ,SA,-20.61667 ,116.75000 ,48 
                      PARABURDOO ,95310, AUSTRALIA ,SA,-23.20000 ,117.66667 ,391 
                          NEWMAN ,95314, AUSTRALIA ,SA,-23.35000 ,119.71667 ,544 
     MOUNT PHILLIP MOUNT PHILLIP ,95315, AUSTRALIA ,SA,-24.40000 ,116.30000 ,300 
          SPRINGSURE POST OFFICE ,95362, AUSTRALIA ,SA,-24.11667 ,148.08333 ,326 
                  MACKAY AIRPORT ,95367, AUSTRALIA ,SA,-21.16667 ,149.16667 ,6 
                    THREE RIVERS ,95400, AUSTRALIA ,SA,-25.11667 ,119.13333 ,520 
  LEONORA LEINSTER AERODROME AWS ,95448, AUSTRALIA ,SA,-27.85000 ,120.70000 ,497 
                 COOBER PEDY AWS ,95458, AUSTRALIA ,SA,-29.03333 ,134.71667 ,226 
                  MOOMBA AIRPORT ,95481, AUSTRALIA ,SA,-28.10000 ,140.18333 ,44 
             BREWARRINA HOSPITAL ,95512, AUSTRALIA ,SA,-29.95000 ,146.85000 ,115 
                     COLLARENBRI ,95520, AUSTRALIA ,SA,-29.53333 ,148.56667 ,145 
                        MOREE MO ,95527, AUSTRALIA ,SA,-29.48333 ,149.83333 ,214 
                        MOREE MO ,95527, AUSTRALIA ,UA,-29.50000 ,149.83333 ,219 
               TEXAS POST OFFICE ,95533, AUSTRALIA ,SA,-28.85000 ,151.16667 ,284 
              INVERELL RAGLAN ST ,95541, AUSTRALIA ,SA,-29.78333 ,151.11667 ,582 
                         WARWICK ,95555, AUSTRALIA ,SA,-28.21667 ,152.01667 ,477 
                         NAMBOUR ,95572, AUSTRALIA ,SA,-26.63333 ,152.93333 ,25 
              INGLEWOOD FORESTRY ,95573, AUSTRALIA ,SA,-28.41667 ,151.08333 ,280 
                        TEWANTIN ,95574, AUSTRALIA ,SA,-26.38333 ,153.03333 ,8 
                     LONGAN CITY ,95581, AUSTRALIA ,SA,-27.70000 ,153.18333 ,10 
                   REDCLIFFE SES ,95590, AUSTRALIA ,SA,-27.21667 ,153.10000 ,25 
               IPSWICH COMPOSITE ,95591, AUSTRALIA ,SA,-27.61667 ,152.75000 ,40 
                          JURIEN ,95600, AUSTRALIA ,SA,-30.30000 ,115.03333 ,3 
                   GOSNELLS CITY ,95604, AUSTRALIA ,SA,-32.05000 ,115.98333 ,10 
        FREMANTLE EAST FREMANTLE ,95605, AUSTRALIA ,SA,-32.05000 ,115.76667 ,15 
                        LANCELIN ,95606, AUSTRALIA ,SA,-31.01667 ,115.31667 ,4 
                          LUDLOW ,95607, AUSTRALIA ,SA,-33.60000 ,115.46667 ,15 
  KWINANA MEDINA RESEARCH CENTRE ,95608, AUSTRALIA ,SA,-33.68333 ,115.80000 ,14 
                KALAMUNDA BICLEY ,95610, AUSTRALIA ,SA,-32.01667 ,116.13333 ,384 
                         METTLER ,95611, AUSTRALIA ,SA,-34.60000 ,118.53333 ,107 
                       PEMBERTON ,95613, AUSTRALIA ,SA,-34.45000 ,116.03333 ,174 
                          KARNET ,95614, AUSTRALIA ,SA,-32.43333 ,116.06667 ,286 
                           WAGIN ,95618, AUSTRALIA ,SA,-33.30000 ,117.31667 ,256 
               ONGERUP NALYERLUP ,95619, AUSTRALIA ,SA,-34.18333 ,118.48333 ,250 
                        MERREDIN ,95624, AUSTRALIA ,SA,-31.46667 ,118.26667 ,315 
                       NAREMBEEN ,95626, AUSTRALIA ,SA,-32.06667 ,118.40000 ,276 
                           HYDEN ,95627, AUSTRALIA ,SA,-32.46667 ,118.88333 ,299 
                         ONGERUP ,95628, AUSTRALIA ,SA,-33.95000 ,118.48333 ,286 
           JERRAMUNGUP JACUP AWS ,95636, AUSTRALIA ,SA,-33.88333 ,119.10000 ,305 
