STATION NAME                     ,WMO_ID, CN ,TYPE,LAT,LON,ELVATION
                         ULANBEL ,38091, RUSSIAN FEDERATION ,SA,44.80000 ,71.06667 ,266 
                        SEVCENKO ,38111, RUSSIAN FEDERATION ,SA,43.58333 ,51.08333 ,-15 
                          JASLYK ,38141, UZBEKISTAN ,SA,43.88333 ,57.51667 ,128 
                          MUJNAK ,38146, UZBEKISTAN ,SA,43.75000 ,58.73333 ,
                         KUNGRAD ,38149, UZBEKISTAN ,SA,43.08333 ,58.93333 ,64 
                     CABANKAZGAN ,38162, RUSSIAN FEDERATION ,SA,43.60000 ,61.93333 ,64 
                       AK-BAJTAL ,38178, UZBEKISTAN ,SA,43.15000 ,64.33333 ,233 
                         ACHISAJ ,38196, KAZAKHSTAN ,SA,43.55000 ,68.90000 ,
                       TURKESTAN ,38198, KAZAKHSTAN ,SA,43.26667 ,68.21667 ,209 
                            UJUK ,38203, RUSSIAN FEDERATION ,SA,43.78333 ,70.93333 ,366 
                           MANAS ,38220, KYRGYZSTAN ,SA,42.85000 ,74.86667 ,626 
                   NOVOTROITSKOE ,38222, KAZAKHSTAN ,SA,43.70000 ,73.78333 ,456 
                         AKKUDUK ,38232, KAZAKHSTAN ,SA,42.96667 ,54.11667 ,-79 
                         AK-DEPE ,38261, TURKMENISTAN ,SA,42.05000 ,59.36667 ,
                         CHIMBAJ ,38262, UZBEKISTAN ,SA,42.95000 ,59.81667 ,66 
                           NUKUS ,38264, UZBEKISTAN ,SA,42.45000 ,59.61667 ,77 
                     KENEURGENCH ,38267, TURKMENISTAN ,SA,42.30000 ,59.13333 ,73 
                       KUL-KUDUK ,38284, RUSSIAN FEDERATION ,SA,42.53333 ,63.28333 ,333 
            AUL TURARA RYSKULOVA ,38334, KAZAKHSTAN ,SA,42.48333 ,70.30000 ,
                         OLGAING ,38339, UZBEKISTAN ,SA,42.16667 ,70.88333 ,2151 
                         ZHAMBYL ,38341, KAZAKHSTAN ,SA,42.85000 ,71.38333 ,653 
                         ZHAMBYL ,38341, KAZAKHSTAN ,UA,42.85000 ,71.38333 ,651 
                         LUGOVOJ ,38343, KAZAKHSTAN ,SA,42.95000 ,72.75000 ,
                           TALAS ,38345, KYRGYZSTAN ,SA,42.51667 ,72.21667 ,1217 
                     BELOVODSKOE ,38352, RUSSIAN FEDERATION ,SA,42.85000 ,74.10000 ,726 
                         SUSAMYR ,38358, RUSSIAN FEDERATION ,SA,42.15000 ,73.98333 ,2092 
                    KARABOGAZKEL ,38367, TURKMENISTAN ,SA,41.05000 ,52.91667 ,-23 
                        SHASENEM ,38383, TURKMENISTAN ,SA,41.58333 ,58.71667 ,62 
                          EKEZHE ,38388, TURKMENISTAN ,SA,41.03333 ,57.75000 ,62 
                      DASHKHOVUZ ,38392, TURKMENISTAN ,SA,41.75000 ,59.81667 ,88 
                      DASHKHOVUZ ,38392, TURKMENISTAN ,UA,41.83333 ,59.98333 ,82 
                         URGENCH ,38396, UZBEKISTAN ,SA,41.56667 ,60.56667 ,99 
                        BUZAUBAJ ,38403, UZBEKISTAN ,SA,41.75000 ,62.46667 ,98 
                           TORUK ,38423, RUSSIAN FEDERATION ,SA,41.80000 ,66.71667 ,202 
                      MASHIKUDUK ,38427, UZBEKISTAN ,SA,41.05000 ,65.28333 ,200 
                         CARDARA ,38439, KAZAKHSTAN ,SA,41.36667 ,68.00000 ,240 
                           PSKEM ,38462, UZBEKISTAN ,SA,41.90000 ,70.36667 ,1258 
                            TERS ,38466, RUSSIAN FEDERATION ,SA,41.66667 ,70.71667 ,1759 
                         ANDIZAN ,38475, UZBEKISTAN ,SA,40.73333 ,72.33333 ,
                    TURKMENBASHI ,38507, TURKMENISTAN ,SA,40.05000 ,53.00000 ,89 
                    TURKMENBASHI ,38507, TURKMENISTAN ,UA,40.03333 ,52.98333 ,-13 
                          CHAGYL ,38511, TURKMENISTAN ,SA,40.78333 ,55.33333 ,115 
                          DAVALY ,38527, TURKMENISTAN ,SA,40.06667 ,57.38333 ,46 
                         DERVEZE ,38529, TURKMENISTAN ,SA,40.18333 ,58.48333 ,84 
                       DARGANATA ,38545, TURKMENISTAN ,SA,40.46667 ,62.28333 ,143 
                       DZANGELDY ,38551, UZBEKISTAN ,SA,40.85000 ,63.33333 ,208 
                      AYAKAGITMA ,38553, UZBEKISTAN ,SA,40.68333 ,64.48333 ,219 
                          NURATA ,38565, UZBEKISTAN ,SA,40.55000 ,65.68333 ,501 
                           NAVOI ,38567, UZBEKISTAN ,SA,40.13333 ,65.35000 ,
                       SYR-DARJA ,38583, UZBEKISTAN ,SA,40.81667 ,68.68333 ,264 
                         JANGIER ,38589, UZBEKISTAN ,SA,40.21667 ,68.83333 ,
                        KHUDJAND ,38599, TAJIKISTAN ,SA,40.21667 ,69.73333 ,428 
                          KOKAND ,38606, UZBEKISTAN ,SA,40.55000 ,70.95000 ,405 
                          ISFARA ,38609, TAJIKISTAN ,SA,40.13333 ,70.60000 ,874 
                        NAMANGAN ,38611, UZBEKISTAN ,SA,40.98333 ,71.58333 ,476 
                    DZHALAL-ABAD ,38613, KYRGYZSTAN ,SA,40.91667 ,72.95000 ,764 
                             OSH ,38615, KYRGYZSTAN ,SA,40.63333 ,72.80000 ,874 
                         FERGANA ,38618, UZBEKISTAN ,SA,40.36667 ,71.75000 ,577 
                           GULCA ,38627, RUSSIAN FEDERATION ,SA,40.31667 ,73.55000 ,1555 
                        NEBITDAG ,38634, TURKMENISTAN ,SA,39.50000 ,54.33333 ,-14 
                          OGRYDA ,38637, TURKMENISTAN ,SA,39.10000 ,53.10000 ,-26 
                           JASGA ,38641, TURKMENISTAN ,SA,39.68333 ,55.56667 ,-9 
                      GAZANDZHYK ,38647, TURKMENISTAN ,SA,39.25000 ,55.51667 ,35 
                          ERBENT ,38656, TURKMENISTAN ,SA,39.31667 ,58.60000 ,89 
                         AKMOLLA ,38665, TURKMENISTAN ,SA,39.58333 ,59.95000 ,108 
                          BUHARA ,38683, UZBEKISTAN ,SA,39.71667 ,64.61667 ,230 
                         DJACHEV ,38684, TURKMENISTAN ,SA,39.31667 ,63.20000 ,
                         KARAKUL ,38685, UZBEKISTAN ,SA,39.50000 ,63.85000 ,
                       CHARDZHEV ,38687, TURKMENISTAN ,SA,39.08333 ,63.60000 ,193 
                      PENDZIKENT ,38705, RUSSIAN FEDERATION ,SA,39.48333 ,67.63333 ,1015 
                       URA-TYUBE ,38713, TAJIKISTAN ,SA,39.90000 ,69.98333 ,1006 
                  SAHRISTAN PASS ,38715, RUSSIAN FEDERATION ,SA,39.58333 ,68.63333 ,3150 
      SONGISTON MOUNTAIN STATION ,38716, RUSSIAN FEDERATION ,SA,39.38333 ,68.61667 ,1507 
                          DEHAUZ ,38725, RUSSIAN FEDERATION ,SA,39.43333 ,69.95000 ,2564 
                        MARKANSU ,38744, RUSSIAN FEDERATION ,SA,39.30000 ,73.33333 ,4267 
                        SARY-TAS ,38745, RUSSIAN FEDERATION ,SA,39.73333 ,73.26667 ,3155 
                        ESENGYLY ,38750, TURKMENISTAN ,SA,37.46667 ,53.63333 ,-23 
                        BYGDAILI ,38755, TURKMENISTAN ,SA,38.53333 ,54.30000 ,
                        BEKIBENT ,38756, TURKMENISTAN ,SA,38.61667 ,55.18333 ,208 
                      GYZYLETREK ,38759, TURKMENISTAN ,SA,37.61667 ,54.78333 ,32 
                      GYZYLARBAT ,38763, TURKMENISTAN ,SA,38.98333 ,56.28333 ,97 
                       GARRYQALA ,38767, TURKMENISTAN ,SA,38.43333 ,56.30000 ,315 
                        BOKYRDAK ,38773, TURKMENISTAN ,SA,38.75000 ,58.46667 ,87 
                       BAKHERDEN ,38774, TURKMENISTAN ,SA,38.43333 ,57.41667 ,161 
                         CHESHME ,38791, TURKMENISTAN ,SA,38.68333 ,61.20000 ,147 
                        UCHADZHI ,38799, TURKMENISTAN ,SA,38.08333 ,62.80000 ,190 
                         REPATEK ,38804, TURKMENISTAN ,SA,38.56667 ,63.18333 ,
                        BYRDALYK ,38806, TURKMENISTAN ,SA,38.46667 ,64.36667 ,270 
                          KARSHI ,38812, UZBEKISTAN ,SA,38.80000 ,65.71667 ,376 
                           GUZAR ,38815, UZBEKISTAN ,SA,38.61667 ,66.26667 ,
                       MINCHUKUR ,38816, UZBEKISTAN ,SA,38.65000 ,66.93333 ,2121 
                         AKRABAT ,38818, UZBEKISTAN ,SA,38.25000 ,66.83333 ,1601 
                           DENAU ,38829, UZBEKISTAN ,SA,38.26667 ,67.90000 ,520 
                           NUREK ,38840, RUSSIAN FEDERATION ,SA,38.41667 ,69.35000 ,549 
                            GARM ,38851, RUSSIAN FEDERATION ,SA,39.03333 ,70.30000 ,1316 
               KALAJ HUMO VALLEY ,38856, RUSSIAN FEDERATION ,SA,38.41667 ,70.78333 ,1284 
                FEDCENKO GLACIER ,38862, RUSSIAN FEDERATION ,SA,38.91667 ,72.16667 ,4169 
                         HUMRAGI ,38867, RUSSIAN FEDERATION ,SA,38.28333 ,71.33333 ,1737 
                            IRHT ,38869, RUSSIAN FEDERATION ,SA,38.13333 ,72.61667 ,3290 
                    KARAKUL LAKE ,38871, RUSSIAN FEDERATION ,SA,39.08333 ,73.41667 ,3930 
                   AKBAJTAL PASS ,38875, RUSSIAN FEDERATION ,SA,38.51667 ,73.68333 ,4307 
                          MURGAB ,38878, RUSSIAN FEDERATION ,SA,38.16667 ,73.98333 ,3576 
                  ASHGABAT KESHI ,38880, TURKMENISTAN ,SA,37.96667 ,58.33333 ,210 
                  ASHGABAT KESHI ,38880, TURKMENISTAN ,UA,37.96667 ,58.33333 ,208 
                            KAKA ,38885, TURKMENISTAN ,SA,37.35000 ,59.63333 ,308 
                         TEDZHEN ,38886, TURKMENISTAN ,SA,37.38333 ,60.51667 ,188 
                       BAJRAMALY ,38895, TURKMENISTAN ,SA,37.60000 ,62.18333 ,241 
                          ELOTEN ,38899, TURKMENISTAN ,SA,37.30000 ,62.41667 ,
                           KERKI ,38911, TURKMENISTAN ,SA,37.83333 ,65.20000 ,242 
                        CARSANGA ,38915, TURKMENISTAN ,SA,37.51667 ,66.01667 ,266 
                        SHIRABAD ,38921, UZBEKISTAN ,SA,37.66667 ,67.01667 ,
                    KURGAN-TYUBE ,38933, TAJIKISTAN ,SA,37.81667 ,68.78333 ,430 
                        SHAARTUZ ,38937, TAJIKISTAN ,SA,37.31667 ,68.13333 ,380 
                          KULYAB ,38943, TAJIKISTAN ,SA,37.91667 ,69.78333 ,
                         PARKHAR ,38944, TAJIKISTAN ,SA,37.48333 ,69.38333 ,446 
                          PYANDJ ,38947, TAJIKISTAN ,SA,37.23333 ,69.08333 ,
                          KHOROG ,38954, TAJIKISTAN ,SA,37.50000 ,71.50000 ,2080 
                       BULUN-KUL ,38956, RUSSIAN FEDERATION ,SA,37.70000 ,72.95000 ,3744 
                         ISKASIM ,38957, RUSSIAN FEDERATION ,SA,36.73333 ,71.65000 ,2524 
                          SARAGT ,38974, TURKMENISTAN ,SA,36.53333 ,61.21667 ,279 
                          GYSHGY ,38987, TURKMENISTAN ,SA,35.28333 ,62.35000 ,630 
                      TAGTABAZAR ,38989, TURKMENISTAN ,SA,35.95000 ,62.91667 ,349 
                          LEKKER ,38998, TURKMENISTAN ,SA,36.26667 ,63.70000 ,
                   NEW BRAUNFELS ,, US ,SA,29.72000 ,-98.05000 ,195 
                      ST CHARLES ,, US ,SA,38.93000 ,-90.43000 ,133 
                        JARABLUS ,40005, SYRIAN ARAB REPUBLIC ,SA,36.81667 ,38.00000 ,351 
                      TEL ABIADH ,40009, SYRIAN ARAB REPUBLIC ,SA,36.70000 ,38.95000 ,348 
                        HASSAKAH ,40016, SYRIAN ARAB REPUBLIC ,SA,36.50000 ,40.75000 ,307 
                           EDLEB ,40017, SYRIAN ARAB REPUBLIC ,SA,35.93333 ,36.61667 ,450 
BASEL ASSAD INTERNATIONAL AIRPOR ,40025, SYRIAN ARAB REPUBLIC ,SA,35.40000 ,35.93333 ,48 
                         ETHERIA ,40027, SYRIAN ARAB REPUBLIC ,SA,35.40000 ,37.85000 ,458 
                         SALAMYA ,40029, SYRIAN ARAB REPUBLIC ,SA,35.00000 ,37.03333 ,480 
                            HAMA ,40030, SYRIAN ARAB REPUBLIC ,SA,35.11667 ,36.75000 ,301 
                           RAQQA ,40039, SYRIAN ARAB REPUBLIC ,SA,35.93333 ,39.01667 ,245 
                       AL-RASTAN ,40041, SYRIAN ARAB REPUBLIC ,SA,34.93333 ,36.73333 ,480 
                         TARTOUS ,40050, SYRIAN ARAB REPUBLIC ,SA,34.88333 ,35.88333 ,3 
                            HOMS ,40055, SYRIAN ARAB REPUBLIC ,SA,34.75000 ,36.71667 ,483 
                          SAFITA ,40066, SYRIAN ARAB REPUBLIC ,SA,34.81667 ,36.13333 ,353 
                          SWEIDA ,40067, SYRIAN ARAB REPUBLIC ,SA,32.70000 ,35.60000 ,995 
                         ABUKMAL ,40072, SYRIAN ARAB REPUBLIC ,SA,34.41667 ,40.91667 ,180 
                            NABK ,40083, SYRIAN ARAB REPUBLIC ,SA,34.03333 ,36.71667 ,1330 
                    JABAL ETTANF ,40087, SYRIAN ARAB REPUBLIC ,SA,33.48333 ,38.66667 ,707 
                           DARAA ,40095, SYRIAN ARAB REPUBLIC ,SA,32.60000 ,36.10000 ,543 
                HOUCHE-AL-OUMARA ,40101, LEBANON ,SA,33.81667 ,35.85000 ,920 
                          RAYACK ,40102, LEBANON ,SA,33.86667 ,36.00000 ,927 
                         TRIPOLI ,40103, LEBANON ,SA,34.45000 ,35.80000 ,6 
                      MERDJAYOUN ,40104, LEBANON ,SA,33.36667 ,35.58333 ,
               AL-ARZ LES CEDRES ,40105, LEBANON ,SA,34.25000 ,36.05000 ,1916 
                     DAHR BAIDAR ,40110, LEBANON ,SA,33.81667 ,35.76667 ,
                SDE-DOV TEL-AVIV ,40176, ISRAEL ,SA,32.10000 ,34.78333 ,4 
                       BET DAGAN ,40179, ISRAEL ,SA,32.00000 ,34.81667 ,30 
                       BET DAGAN ,40179, ISRAEL ,UA,32.00000 ,34.81667 ,35 
                       JERUSALEM ,40184, ISRAEL ,SA,31.78333 ,35.21667 ,757 
                         JERICHO ,40280, JORDAN ,SA,31.86667 ,35.50000 ,-276 
                    GHOR EL SAFI ,40296, JORDAN ,SA,31.03333 ,35.46667 ,-350 
                      AQABA PORT ,40341, JORDAN ,SA,29.48333 ,34.98333 ,2 
                           TAYMA ,40376, SAUDI ARABIA ,SA,27.60000 ,38.60000 ,860 
                       AL-KHAFJI ,40380, SAUDI ARABIA ,SA,28.43333 ,48.50000 ,8 
                         KHAYBER ,40410, SAUDI ARABIA ,SA,25.66667 ,39.30000 ,
DAMMAM KING FAHD INTERNATIONAL A ,40415, SAUDI ARABIA ,SA,26.43333 ,49.80000 ,
                 KING FAHAD INTL ,40417, SD ,UA,26.45000 ,49.82000 ,12 
                          DAMMAM ,40419, SAUDI ARABIA ,SA,26.40000 ,50.10000 ,10 
                           HUFUF ,40421, SAUDI ARABIA ,SA,25.30000 ,49.63333 ,151 
                  UQLAT AS SUQUR ,40432, SAUDI ARABIA ,SA,25.83333 ,42.23333 ,783 
                           YENBO ,40440, SAUDI ARABIA ,SA,24.01667 ,38.21667 ,11 
                        AL-KHARJ ,40445, SAUDI ARABIA ,SA,24.15000 ,47.30000 ,439 
                     AL-KHUSARIA ,40450, SAUDI ARABIA ,SA,23.71667 ,44.63333 ,1080 
                          ABDALY ,40550, KUWAIT ,SA,30.08333 ,47.70000 ,
                           WARBA ,40552, KUWAIT ,SA,30.00000 ,48.10000 ,
                     UMM AL-AISH ,40564, KUWAIT ,SA,29.80000 ,47.76667 ,
                         BUBIYAN ,40568, KUWAIT ,SA,29.78333 ,48.36667 ,
                        AL-SALMI ,40570, KUWAIT ,SA,29.11667 ,46.66667 ,
               EXPERIMENTAL FARM ,40580, KUWAIT ,SA,29.28333 ,47.93333 ,
                        SHUWAIKH ,40581, KUWAIT ,SA,29.33333 ,48.05000 ,
                          AHMADI ,40583, KUWAIT ,SA,29.10000 ,48.13333 ,122 
                       FAHAAHEEL ,40584, KUWAIT ,SA,29.06667 ,48.15000 ,
                      AL-SHUAIBA ,40585, KUWAIT ,SA,29.03333 ,48.15000 ,6 
                  FAILAKA ISLAND ,40588, KUWAIT ,SA,29.46667 ,48.28333 ,
                        AL-WAFRA ,40592, KUWAIT ,SA,28.56667 ,48.06667 ,
                     AL-NWAISEEB ,40594, KUWAIT ,SA,28.50000 ,48.46667 ,
                  UMM-AL-MARADIM ,40596, KUWAIT ,SA,28.68333 ,48.65000 ,
                          RABIAH ,40602, IRAQ ,SA,36.80000 ,42.10000 ,382 
                          SINJAR ,40604, IRAQ ,SA,36.31667 ,41.83333 ,476 
                           ZAKHO ,40605, IRAQ ,SA,37.13333 ,42.68333 ,
                      SALAHADDIN ,40611, IRAQ ,SA,36.61667 ,44.21667 ,1088 
                          KIRKUK ,40621, IRAQ ,SA,35.46667 ,44.40000 ,
                      CHAMCHAMAL ,40622, IRAQ ,SA,35.41667 ,45.13333 ,701 
                     SULAIMANIYA ,40623, IRAQ ,SA,35.55000 ,45.45000 ,853 
                             ANA ,40629, IRAQ ,SA,34.46667 ,41.95000 ,
                           BAIJI ,40631, IRAQ ,SA,34.93333 ,43.48333 ,150 
                         HADITHA ,40634, IRAQ ,SA,34.06667 ,42.36667 ,140 
                         KANAQIN ,40637, IRAQ ,SA,34.30000 ,45.43333 ,202 
                       TORAYBEEL ,40641, IRAQ ,SA,32.71667 ,38.73333 ,
                          RUTBAH ,40642, IRAQ ,SA,33.03333 ,40.28333 ,615 
                              H1 ,40644, IRAQ ,SA,33.78333 ,41.63333 ,409 
                        TICKREET ,40653, IRAQ ,SA,34.58333 ,44.30000 ,
                        KARBALAA ,40656, IRAQ ,SA,32.61667 ,44.01667 ,29 
                          NUKAIB ,40658, IRAQ ,SA,32.03333 ,42.25000 ,305 
                      KUT-AL-HAI ,40665, IRAQ ,SA,32.16667 ,46.05000 ,15 
                           NAJAF ,40670, IRAQ ,SA,31.98333 ,44.31667 ,32 
                        DIWANIYA ,40672, IRAQ ,SA,31.98333 ,44.98333 ,20 
                          SEMAWA ,40674, IRAQ ,SA,31.30000 ,45.26667 ,6 
                        NASIRIYA ,40676, IRAQ ,SA,31.08333 ,46.23333 ,3 
                          AMARAH ,40680, IRAQ ,SA,31.85000 ,47.16667 ,9 
                       AL-SALMAN ,40684, IRAQ ,SA,30.50000 ,44.53333 ,202 
                         BUSSAYA ,40686, IRAQ ,SA,30.10000 ,46.11667 ,144 
                          BASRAH ,40689, IRAQ ,SA,30.56667 ,47.78333 ,
                             FAO ,40691, IRAQ ,SA,29.98333 ,48.50000 ,
                PARS ABAD MOGHAN ,40700, IRAN ISLAMIC REPUBLIC OF ,SA,39.65000 ,48.13333 ,45 
                           MAKKO ,40701, IRAN ISLAMIC REPUBLIC OF ,SA,39.33333 ,44.43333 ,1470 
                            AHAR ,40704, IRAN ISLAMIC REPUBLIC OF ,SA,38.43333 ,47.06667 ,1390 
                         ARDEBIL ,40708, IRAN ISLAMIC REPUBLIC OF ,SA,38.25000 ,48.28333 ,1342 
                           SARAB ,40710, IRAN ISLAMIC REPUBLIC OF ,SA,37.93333 ,47.53333 ,1500 
                        MARAGHEH ,40713, IRAN ISLAMIC REPUBLIC OF ,SA,37.40000 ,46.26667 ,1475 
                          ANZALI ,40718, IRAN ISLAMIC REPUBLIC OF ,SA,37.46667 ,49.46667 ,-23 
                         MOHABAD ,40726, IRAN ISLAMIC REPUBLIC OF ,SA,36.76667 ,45.71667 ,1384 
                         NOSHAHR ,40734, IRAN ISLAMIC REPUBLIC OF ,SA,36.50000 ,51.58333 ,-25 
                        BABULSAR ,40736, IRAN ISLAMIC REPUBLIC OF ,SA,36.71667 ,52.65000 ,-21 
                       GHARAKHIL ,40737, IRAN ISLAMIC REPUBLIC OF ,SA,36.45000 ,52.81667 ,12 
                         SHAHRUD ,40739, IRAN ISLAMIC REPUBLIC OF ,SA,36.41667 ,55.03333 ,1345 
                         GHUCHAN ,40740, IRAN ISLAMIC REPUBLIC OF ,SA,36.85000 ,54.26667 ,1286 
                         SARAKHS ,40741, IRAN ISLAMIC REPUBLIC OF ,SA,36.55000 ,61.16667 ,236 
                         KASHMAR ,40763, IRAN ISLAMIC REPUBLIC OF ,SA,35.20000 ,58.46667 ,1060 
                         HAMEDAN ,40768, IRAN ISLAMIC REPUBLIC OF ,SA,34.85000 ,48.53333 ,1749 
                            ILAM ,40780, IRAN ISLAMIC REPUBLIC OF ,SA,33.63333 ,46.41667 ,1362 
                    KHORRAM ABAD ,40782, IRAN ISLAMIC REPUBLIC OF ,SA,33.50000 ,48.30000 ,1125 
                     ALI-GOODARZ ,40783, IRAN ISLAMIC REPUBLIC OF ,SA,32.40000 ,49.68333 ,1972 
                            KHOR ,40789, IRAN ISLAMIC REPUBLIC OF ,SA,33.78333 ,55.08333 ,921 
                         FERDOUS ,40792, IRAN ISLAMIC REPUBLIC OF ,SA,34.01667 ,58.16667 ,1292 
                SAFI-ABAD DEZFUL ,40794, IRAN ISLAMIC REPUBLIC OF ,SA,32.26667 ,48.43333 ,82 
                       NEHBANDAN ,40827, IRAN ISLAMIC REPUBLIC OF ,SA,31.53333 ,60.03333 ,1211 
                          YASOGE ,40836, IRAN ISLAMIC REPUBLIC OF ,SA,30.83333 ,51.68333 ,1880 
                           KHARG ,40845, IRAN ISLAMIC REPUBLIC OF ,SA,29.26667 ,50.26667 ,3 
                          SIRJAN ,40851, IRAN ISLAMIC REPUBLIC OF ,SA,29.46667 ,55.71667 ,1737 
                            BAFT ,40853, IRAN ISLAMIC REPUBLIC OF ,SA,29.23333 ,56.58333 ,2258 
                         BUSHEHR ,40857, IRAN ISLAMIC REPUBLIC OF ,SA,28.95000 ,50.85000 ,8 
                         SARAVAN ,40878, IRAN ISLAMIC REPUBLIC OF ,SA,27.33333 ,62.33333 ,1195 
                     KISH ISLAND ,40882, IRAN ISLAMIC REPUBLIC OF ,SA,26.53333 ,54.00000 ,30 
                     SIRI ISLAND ,40889, IRAN ISLAMIC REPUBLIC OF ,SA,25.88333 ,54.48333 ,16 
                        ABU MUSA ,40890, IRAN ISLAMIC REPUBLIC OF ,SA,25.83333 ,54.83333 ,6 
                         KONARAK ,40897, IRAN ISLAMIC REPUBLIC OF ,SA,25.43333 ,60.36667 ,5 
