STATION,ICAO,LAT,LON,ELEV,M,PRIORITY,CD,COUNTRY
KORHOGO,DIKO,9.42 ,-5.62 ,381,X,7,,CI
MAN,DIMN,7.37 ,-7.52 ,340,X,7,,CI
ODIENNE,DIOD,9.50 ,-7.57 ,421,X,7,,CI
SAN PEDRO,DISP,4.75 ,-6.65 ,30,X,7,,CI
SASSANDRA/DREWIN,DISS,4.95 ,-6.07 ,66,X,7,,CI
TABOU,DITB,4.42 ,-7.37 ,21,X,7,,CI
YAMOUSSOUKRO,DIYO,6.90 ,-5.33 ,213,X,7,,CI
ABUJA,DNAA,9.00 ,7.27 ,344,X,7,,NG
BENIN CITY(CIV/M,DNBE,6.32 ,5.58 ,79,X,7,,NG
BIDA,DNBI,9.08 ,6.02 ,143,X,7,,NG
CALABAR,DNCA,4.97 ,8.33 ,63,X,6,,NG
ENUGU,DNEN,6.47 ,7.53 ,137,X,7,,NG
GUSAU,DNGU,12.17 ,6.70 ,469,X,7,,NG
IBADAN,DNIB,7.42 ,3.88 ,228,X,7,,NG
ILORIN,DNIL,8.47 ,4.57 ,305,X,6,,NG
JOS,DNJO,9.87 ,8.90 ,1285,X,7,,NG
KADUNA (CIV/MIL),DNKA,10.58 ,7.45 ,642,X,7,,NG
KANO/MALLAM AMIN,DNKN,12.05 ,8.52 ,481,X,6,,NG
MAIDUGURI,DNMA,11.83 ,13.07 ,354,X,7,,NG
MAKURDI (MIL),DNMK,7.67 ,8.62 ,97,X,7,,NG
LAGOS/IKEJA,DNMM,6.57 ,3.32 ,38,X,6,,NG
OSHOGBO,DNOS,7.77 ,4.47 ,304,X,7,,NG
PORT HARCOURT,DNPO,4.83 ,7.02 ,18,X,6,,NG
SOKOTO,DNSO,13.02 ,5.25 ,302,X,7,,NG
YOLA,DNYO,9.22 ,12.47 ,174,X,7,,NG
ZARIA,DNZA,11.12 ,7.67 ,664,X,7,,NG
BIRNI-N'KONNI,DRRB,13.80 ,5.25 ,273,X,7,,NE
GAYA,DRRG,11.87 ,3.45 ,203,X,7,,NE
BILMA,DRRI,18.67 ,12.92 ,357,X,7,,NE
TILLABERY,DRRL,14.18 ,1.43 ,210,X,7,,NE
MARADI,DRRM,13.47 ,7.07 ,373,X,7,,NE
NIAMEY (CIV/MIL),DRRN,13.47 ,2.17 ,227,X,6,,NE
TAHOUA,DRRT,14.90 ,5.25 ,391,X,7,,NE
AGADEZ SOUTH (MI,DRZA,16.97 ,7.97 ,502,X,6,,NE
DIFFA,DRZF,13.42 ,12.77 ,305,X,7,,NE
GOURE,DRZG,13.97 ,10.30 ,460,X,7,,NE
MAINE-SOROA,DRZM,13.22 ,11.97 ,337,X,7,,NE
ZINDER,DRZR,13.77 ,8.97 ,453,X,7,,NE
TABARKA,DTKA,36.95 ,8.75 ,21,X,7,,TN
HABIB BOURGUIBA,DTMB,35.77 ,10.75 ,2,X,6,,TN
TUNIS/CARTHAGE,DTTA,36.82 ,10.22 ,4,X,6,,TN
BIZERTE/SIDI AHM,DTTB,37.25 ,9.80 ,3,X,7,,TN
REMADA,DTTD,32.32 ,10.40 ,301,X,6,,TN
GAFSA,DTTF,34.42 ,8.82 ,314,X,7,,TN
GABES,DTTG,33.87 ,10.08 ,5,X,7,,TN
DJERBA MELLITA,DTTJ,33.87 ,10.77 ,4,X,6,,TN
KAIROUAN,DTTK,35.67 ,10.08 ,68,X,7,,TN
KELIBIA,DTTL,36.85 ,11.07 ,30,X,7,,TN
MONASTIR-SKANES,DTTM,35.67 ,10.75 ,3,X,7,,TN
JENDOUBA,DTTN,36.47 ,8.80 ,144,X,7,,TN
EL BORMA,DTTR,31.67 ,9.17 ,259,X,6,,TN
SFAX/EL-MAOU,DTTX,34.72 ,10.67 ,23,X,6,,TN
TOZEUR/NEFTA,DTTZ,33.92 ,8.08 ,93,X,6,,TN
ATAKPAME/AKPAKA,DXAK,7.57 ,1.12 ,402,X,7,,TG
MANGO/SANSANNE,DXMG,10.37 ,0.47 ,146,X,7,,TG
NAIMTOUGOU(CIV/M,DXNG,9.77 ,1.10 ,343,X,6,,TG
SOKODE,DXSK,8.97 ,1.13 ,387,X,7,,TG
TABLIGBO,DXTA,6.57 ,1.50 ,44,X,7,,TG
LOME/TOKOIN (MIL,DXXX,6.17 ,1.25 ,25,X,6,,TG
ADDIS ABABA/BOLE,HAAB,8.97 ,38.78 ,2355,X,6,,ET
AGORDAT,HAAG,15.55 ,37.87 ,626,X,7,,ET
ARBA MINCH,HAAM,6.07 ,37.67 ,1219,X,7,,ET
AWASH,HAAW,8.97 ,40.17 ,1052,X,7,,ET
AXUM,HAAX,14.12 ,38.72 ,2134,X,7,,ET
ASMARA/YOHANNES,HAAY,15.27 ,38.92 ,2325,X,7,,ET
ASMARA/YOHANNES,HHAS,15.27 ,38.92 ,2356,X,7,,ET
BACO/BAKO,HABC,5.82 ,36.62 ,1311,X,7,,ET
BAHAR DAR,HABD,11.60 ,37.32 ,1822,X,7,,ET
COMBOLCHA/DESSIE,HADC,11.07 ,39.72 ,1864,X,7,,ET
DEBRE MARCOS,HADM,10.33 ,37.72 ,2476,X,7,,ET
DIRE DAWA (MIL/C,HADR,9.58 ,41.87 ,1146,X,6,,ET
GHINNIR/GINIR,HAGH,7.15 ,40.72 ,1844,X,7,,ET
GONDAR,HAGN,12.52 ,37.42 ,1985,X,7,,ET
GODE (MIL),HAGO,5.93 ,43.57 ,320,X,7,,ET
GORE,HAGR,8.17 ,35.53 ,1974,X,7,,ET
HARAR MEDA (MIL),HAHM,8.72 ,39.00 ,1876,X,7,,ET
JIJIGA (MIL),HAJJ,9.32 ,42.72 ,1644,X,7,,ET
JIMMA,HAJM,7.67 ,36.82 ,1676,X,7,,ET
KABRE DARE (MIL),HAKD,6.75 ,44.27 ,550,X,7,,ET
AWASSA (LAKE),HALA,7.07 ,38.50 ,1652,X,7,,ET
MAKALE/MEQELE,HAMK,13.47 ,39.53 ,2255,X,7,,ET
MASSLO/MESLO,HAML,6.37 ,39.82 ,2274,X,7,,ET
MASSAWA,HAMS,15.62 ,39.45 ,10,X,7,,ET
NEGHELLI (MIL),HANG,5.27 ,39.75 ,1455,X,7,,ET
ASSAB,HASB,13.07 ,42.72 ,14,X,7,,ET
ASSOSA/ASOSA,HASO,10.02 ,34.52 ,1733,X,7,,ET
TESSENEI/TESENEY,HATS,15.12 ,36.67 ,615,X,7,,ET
BUJUMBURA,HBBA,-3.32 ,29.32 ,783,X,7,,BI
ALULA,HCMA,11.93 ,50.72 ,2,X,7,,SO
BARDERA,HCMD,2.35 ,42.28 ,116,X,7,,SO
EIL,HCME,7.95 ,49.77 ,36,X,7,,SO
BOSASO,HCMF,11.27 ,49.17 ,2,X,7,,SO
GARDO,HCMG,9.52 ,49.07 ,812,X,7,,SO
HARGEISA,HCMH,9.50 ,44.07 ,1326,X,7,,SO
BERBERA (CIV/MIL,HCMI,10.42 ,45.02 ,9,X,7,,SO
LUG-GANANE,HCMJ,3.57 ,42.45 ,150,X,7,,SO
EL BUR,HCML,4.70 ,46.62 ,175,X,7,,SO
MOGADISHU,HCMM,2.02 ,45.35 ,9,X,7,,SO
BELET UEN,HCMN,4.70 ,45.22 ,173,X,7,,SO
OBBIA,HCMO,5.32 ,48.57 ,10,X,7,,SO
GALCAYO,HCMR,6.83 ,47.27 ,302,X,7,,SO
SCUSCIUBAN,HCMS,10.30 ,50.22 ,344,X,7,,SO
ERIGAVO,HCMU,10.62 ,47.37 ,1743,X,7,,SO
BURAO,HCMV,9.52 ,45.57 ,1032,X,7,,SO
AMBOULI DJIBOUTI,HDAM,11.55 ,43.17 ,49,X,6,,DJ
DJIBOUTI/AMBOULI,HFFF,11.55 ,43.13 ,19,X,7,,DJ
MENIA,HEAM,28.00 ,30.75 ,1,X,7,,EG
EL ARISH,HEAR,31.07 ,33.82 ,32,X,6,,EG
ASYUT,HEAT,27.05 ,31.02 ,70,X,7,,EG
ALEXANDRIA/NOUZH,HEAX,31.18 ,29.93 ,7,X,6,,EG
ALEXANDRIA BORG,HEBA,31.52 ,30.17 ,54,X,6,,EG
BENI SUEF AFB,HEBF,29.22 ,31.02 ,33,X,9,,EG
ABU SIMBEL (RUIN,HEBL,22.38 ,31.62 ,188,X,6,,EG
CAIRO INTL AIRPO,HECA,30.12 ,31.38 ,74,X,6,,EG
HURGUADA,HEGN,27.13 ,33.72 ,14,X,6,,EG
JIYANKLIS AFB,HEGS,30.82 ,30.18 ,15,X,9,,EG
ISMAILIA,HEIS,30.58 ,32.25 ,3,X,9,,EG
LUXOR (CIV/MIL),HELX,25.67 ,32.70 ,88,X,6,,EG
MARSA ALAM INTL,HEMA,25.55 ,34.58 ,77,X,6,,EG
MERSA MATRUH (MI,HEMM,31.32 ,27.22 ,30,X,6,,EG
PORT SAID,HEPS,31.27 ,32.28 ,6,X,6,,EG
ST CATHERINE,HESC,28.68 ,34.07 ,1332,X,6,,EG
SHARM EL SHEIKHI,HESH,27.97 ,34.38 ,50,X,6,,EG
ASWAN (CIV/MIL),HESN,23.97 ,32.77 ,194,X,6,,EG
TABA INTL,HETB,29.58 ,34.78 ,750,X,6,,EG
EL TOR,HETR,28.22 ,33.65 ,35,X,7,,EG
ELDORET,HKEL,0.52 ,35.27 ,2133,X,6,,KE
EMBU,HKEM,-0.50 ,37.45 ,1493,X,7,,KE
GARISSA,HKGA,-0.47 ,39.62 ,147,X,7,,KE
ISIOLO,HKIS,0.35 ,37.57 ,1067,X,7,,KE
NAIROBI/JOMO KEN,HKJK,-1.32 ,36.92 ,1624,X,7,,KE
KAKAMEGA,HKKG,0.27 ,34.77 ,1530,X,7,,KE
KISUMU,HKKI,-0.10 ,34.75 ,1146,X,7,,KE
KERICHO,HKKR,-0.37 ,35.35 ,2184,X,7,,KE
KISII,HKKS,-0.67 ,34.77 ,1493,X,7,,KE
KITALE,HKKT,0.97 ,34.97 ,1850,X,7,,KE
LODWAR,HKLO,3.12 ,35.62 ,515,X,7,,KE
LAMU/MANDA ISLAN,HKLU,-2.25 ,40.92 ,6,X,7,,KE
MANDERA,HKMA,3.92 ,41.87 ,231,X,7,,KE
MARSABIT,HKMB,2.28 ,37.88 ,1345,X,7,,KE
MERU,HKME,0.07 ,37.63 ,1554,X,7,,KE
MALINDI,HKML,-3.22 ,40.10 ,23,X,7,,KE
MOMBASA/MOI INTL,HKMO,-4.02 ,39.62 ,55,X,6,,KE
MAKINDU,HKMU,-2.27 ,37.82 ,1000,X,7,,KE
MOYALE LOWER (OD,HKMY,3.52 ,39.03 ,1097,X,7,,KE
NAIROBI/JOMO KEN,HKNA,-1.32 ,36.92 ,1624,X,6,,KE
NAIROBI/DAGORETT,HKNC,-1.30 ,36.75 ,1798,X,7,,KE
NYERI,HKNI,-0.50 ,36.97 ,1759,X,7,,KE
NAKURU,HKNK,-0.27 ,36.10 ,1901,X,7,,KE
NAROK,HKNO,-1.12 ,35.82 ,1890,X,7,,KE
NAIROBI/WILSON,HKNW,-1.32 ,36.82 ,1679,X,7,,KE
NANYUKI,HKNY,-0.07 ,37.02 ,1905,X,7,,KE
VOI,HKVO,-3.38 ,38.57 ,579,X,7,,KE
WAJIR,HKWJ,1.75 ,40.07 ,244,X,7,,KE
GHAT,HLGT,25.12 ,10.12 ,692,X,7,,LY
KUFRA (MIL/CIV),HLKF,24.22 ,23.30 ,435,X,7,,LY
BENINA/BENGHAZI,HLLB,32.07 ,20.27 ,132,X,6,,LY
MITIGA,HLLM,32.90 ,13.28 ,11,X,6,,LY
SEBHA (AUT),HLLS,26.98 ,14.47 ,435,X,7,,LY
TRIPOLI INTL ARP,HLLT,32.67 ,13.15 ,81,X,6,,LY
GHADAMES,HLTD,30.12 ,9.50 ,357,X,7,,LY
GISENYI,HRYG,-1.67 ,29.25 ,1554,X,7,,RW
BUTARE,HRYI,-2.60 ,29.72 ,1768,X,7,,RW
KIGALI,HRYR,-1.97 ,30.12 ,1497,X,6,,RW
RUHENGERI,HRYU,-1.50 ,29.62 ,1860,X,7,,RW
KAMEMBE,HRZA,-2.47 ,28.92 ,1591,X,7,,RW
AKOBO,HSAK,7.77 ,33.02 ,402,X,7,,SD
ATBARA,HSAT,17.68 ,33.97 ,345,X,7,,SD
AWEIL/UWAYL,HSAW,8.77 ,27.38 ,414,X,7,,SD
BOR,HSBR,6.20 ,31.55 ,420,X,7,,SD
DONGOLA/DUNQULAH,HSDN,19.17 ,30.47 ,226,X,7,,SD
DAMAZIN,HSDZ,11.77 ,34.37 ,470,X,7,,SD
EL FASHER,HSFS,13.62 ,25.32 ,730,X,7,,SD
GEDAREF/AZAZA,HSGF,14.02 ,35.38 ,599,X,7,,SD
GENEINA,HSGN,13.47 ,22.43 ,805,X,7,,SD
KASSALA,HSKA,15.47 ,36.38 ,500,X,6,,SD
KOSTI/RABAK,HSKI,13.17 ,32.67 ,381,X,7,,SD
KADUGLI,HSLI,11.00 ,29.72 ,499,X,7,,SD
MARIDI,HSMD,4.92 ,29.47 ,749,X,7,,SD
RUMBEK,HSMK,6.78 ,29.68 ,418,X,7,,SD
NASIR,HSNA,8.62 ,33.07 ,399,X,7,,SD
SHENDI,HSND,16.68 ,33.42 ,360,X,7,,SD
NYALA,HSNL,12.05 ,24.87 ,658,X,7,,SD
SENNAR,HSNR,13.55 ,33.62 ,418,X,7,,SD
EL OBEID,HSOB,13.17 ,30.22 ,574,X,7,,SD
PIBOR POST,HSPI,6.78 ,33.12 ,510,X,7,,SD
PORT SUDAN INTL,HSPN,19.42 ,37.22 ,138,X,7,,SD
RAGA,HSRJ,8.47 ,25.67 ,545,X,7,,SD
RENK,HSRN,11.75 ,32.77 ,282,X,7,,SD
JUBA,HSSJ,4.87 ,31.60 ,457,X,6,,SD
MALAKAL,HSSM,9.55 ,31.63 ,388,X,7,,SD
PORT SUDAN,HSSP,19.57 ,37.22 ,2,X,7,,SD
KHARTOUM (CIV/MI,HSSS,15.58 ,32.53 ,380,X,6,,SD
HALFA (WADI),HSSW,21.82 ,31.47 ,183,X,7,,SD
TORIT,HSTR,4.42 ,32.57 ,624,X,7,,SD
YAMBIO,HSYA,4.57 ,28.38 ,649,X,7,,SD
ZALINGEI,HSZA,12.90 ,23.47 ,900,X,7,,SD
ARUSHA,HTAR,-3.32 ,36.62 ,1387,X,7,,TZ
BUKOBA,HTBU,-1.32 ,31.82 ,1137,X,7,,TZ
DAR ES SALAAM AR,HTDA,-6.87 ,39.20 ,55,X,6,,TZ
DODOMA,HTDO,-6.17 ,35.77 ,1120,X,7,,TZ
IRINGA,HTIR,-7.67 ,35.75 ,1428,X,7,,TZ
KIGOMA,HTKA,-4.87 ,29.62 ,885,X,6,,TZ
KILWA MASOKO,HTKI,-8.92 ,39.52 ,18,X,7,,TZ
KILIMANJARO AIRP,HTKJ,-3.42 ,37.07 ,896,X,6,,TZ
MBEYA,HTMB,-8.92 ,33.47 ,1707,X,7,,TZ
MOROGORO (MET),HTMG,-6.82 ,37.63 ,526,X,7,,TZ
MOMBO,HTMO,-4.87 ,38.27 ,511,X,7,,TZ
MOSHI,HTMS,-3.35 ,37.32 ,831,X,7,,TZ
MTWARA,HTMT,-10.27 ,40.17 ,113,X,7,,TZ
MUSOMA,HTMU,-1.50 ,33.78 ,1147,X,7,,TZ
MWANZA,HTMW,-2.47 ,32.92 ,1140,X,7,,TZ
NACHINGWEA,HTNA,-10.33 ,38.75 ,465,X,7,,TZ
PEMBA/KARUME ARP,HTPE,-5.25 ,39.82 ,25,X,7,,TZ
SAME,HTSE,-4.07 ,37.72 ,872,X,7,,TZ
SONGEA,HTSO,-10.67 ,35.57 ,1067,X,7,,TZ
SUMBAWANGA,HTSU,-7.95 ,31.67 ,1804,X,9,,TZ
SHINYANGA,HTSY,-3.50 ,33.00 ,1100,X,7,,TZ
TABORA AIRPORT,HTTB,-5.07 ,32.82 ,1190,X,7,,TZ
TANGA,HTTG,-5.07 ,39.07 ,35,X,7,,TZ
ZANZIBAR/KISAUNI,HTZA,-6.22 ,39.22 ,15,X,6,,TZ
ARUA,HUAR,3.03 ,30.92 ,1211,X,7,,UG
ENTEBBE INTL ARP,HUEN,0.05 ,32.45 ,1155,X,6,,UG
FORT PORTAL,HUFP,0.67 ,30.27 ,1533,X,7,,UG
GULU (MIL/CIV),HUGU,2.75 ,32.32 ,1105,X,7,,UG
JINJA,HUJI,0.45 ,33.17 ,1173,X,7,,UG
KABALE,HUKB,-1.25 ,29.97 ,1869,X,7,,UG
KASESE,HUKS,0.17 ,30.10 ,961,X,7,,UG
LIRA,HULI,2.25 ,32.88 ,1091,X,7,,UG
MBARARA,HUMA,-0.62 ,30.63 ,1413,X,7,,UG
MASINDI,HUMI,1.67 ,31.72 ,1147,X,7,,UG
MOROTO,HUMO,2.52 ,34.63 ,1280,X,7,,UG
SOROTI,HUSO,1.72 ,33.62 ,1123,X,7,,UG
TORORO,HUTO,0.67 ,34.17 ,1171,X,7,,UG
ALEXANDER BAY,FAAB,-28.57 ,16.52 ,21,X,7,,ZA
ALIWAL NORTH,FAAN,-30.72 ,26.72 ,1351,X,7,,ZA
BRAKPAN,FABB,-26.22 ,28.30 ,1615,X,7,,ZA
BURGERSDORP,FABD,-30.97 ,26.32 ,1437,X,7,,ZA
BISHO,FABE,-32.88 ,27.27 ,594,X,7,,ZA
BLOEMFONTEIN/HER,FABL,-29.10 ,26.30 ,1348,X,6,,ZA
BETHLEHEM AIRPOR,FABM,-28.25 ,28.32 ,1682,X,7,,ZA
BARBERTON,FABN,-25.72 ,31.00 ,800,X,7,,ZA
BREDASDORP,FABR,-34.52 ,20.02 ,50,X,7,,ZA
BEAUFORT WEST (M,FABY,-32.35 ,22.57 ,842,X,7,,ZA
COOKHOUSE,FACH,-32.77 ,25.75 ,900,X,7,,ZA
CAROLINA,FACL,-26.07 ,30.12 ,1700,X,7,,ZA
CAPETOWN/DF MALA,FACT,-33.97 ,18.60 ,42,X,6,,ZA
CALVINIA (MET),FACV,-31.47 ,19.77 ,1000,X,7,,ZA
CLANWILLIAM,FACW,-32.17 ,18.87 ,150,X,7,,ZA
DE AAR,FADA,-30.63 ,24.02 ,1247,X,7,,ZA
DUNDEE,FADD,-28.17 ,30.22 ,1286,X,7,,ZA
DURNACOL,FADH,-28.12 ,29.97 ,1500,X,7,,ZA
DURBAN/LOUIS BOT,FADN,-29.97 ,30.93 ,8,X,6,,ZA
DUNNOTTAR (SAAF),FADR,-26.35 ,28.47 ,1620,X,7,,ZA
DE AAR MET,FADY,-30.63 ,23.92 ,384,X,8,,ZA
EAST LONDON/SCHO,FAEL,-33.02 ,27.82 ,125,X,6,,ZA
ERMELO,FAEO,-26.50 ,29.97 ,1737,X,7,,ZA
ELLISRAS,FAER,-23.73 ,27.68 ,839,X,7,,ZA
ESHOWE,FAES,-28.87 ,31.43 ,487,X,7,,ZA
ELLIOT,FAET,-31.30 ,27.85 ,1533,X,7,,ZA
FICKSBURG,FAFB,-28.82 ,27.92 ,1620,X,7,,ZA
FRANKFORT,FAFF,-27.27 ,28.50 ,1500,X,7,,ZA
FRASERBURG,FAFR,-31.92 ,21.52 ,1267,X,7,,ZA
GOBABIS,FAGB,-22.47 ,18.97 ,1449,X,7,,ZA
GOUGH ISLAND,FAGE,-40.35 ,-9.87 ,54,X,7,,ZA
GEORGE/P. W. BOT,FAGG,-34.00 ,22.37 ,193,X,6,,ZA
JOHANNESBURG/RAN,FAGM,-26.25 ,28.15 ,1672,X,7,,ZA
GRAAFF REINET,FAGR,-32.25 ,24.52 ,754,X,7,,ZA
GRAHAMSTOWN,FAGT,-33.27 ,26.50 ,651,X,7,,ZA
GRAVELOTTE,FAGV,-23.88 ,30.67 ,532,X,7,,ZA
GREYTOWN,FAGY,-29.10 ,30.60 ,1100,X,7,,ZA
HARMONY (PRIVATE,FAHA,-28.07 ,26.87 ,1337,X,7,,ZA
HUMANSDORP,FAHD,-34.02 ,24.77 ,40,X,7,,ZA
HENDRINA (PRIVAT,FAHE,-26.02 ,29.60 ,1576,X,7,,ZA
HEIDELBERG,FAHG,-26.52 ,28.37 ,1560,X,7,,ZA
HOEDSPRUIT (SAAF,FAHS,-24.37 ,31.02 ,500,X,7,,ZA
PRETORIA/IRENE,FAIR,-25.92 ,28.22 ,1500,X,7,,ZA
JAGERSFONTEIN,FAJF,-29.77 ,25.42 ,1400,X,7,,ZA
JAN SMUTS,FAJS,-26.12 ,28.22 ,1700,X,6,,ZA
KLERKSDORP,FAKD,-26.87 ,26.72 ,1355,X,8,,ZA
KIMBERLEY/BJ VOR,FAKM,-28.80 ,24.77 ,1192,X,7,,ZA
KRUGER MPUMALANG,FAKN,-25.38 ,31.10 ,862,X,8,,ZA
KOMATIPOORT,FAKP,-25.42 ,31.92 ,152,X,7,,ZA
KROONSTAD,FAKS,-27.67 ,27.25 ,1350,X,7,,ZA
KLEINSEE,FAKZ,-29.62 ,17.07 ,80,X,7,,ZA
LANSERIA (CIV/MI,FALA,-25.92 ,27.92 ,1377,X,6,,ZA
LIME ACRES(PRIVA,FALC,-28.37 ,23.43 ,1494,X,7,,ZA
LICHTENBURG,FALI,-26.17 ,26.18 ,1486,X,8,,ZA
LOUIS TRICHARDT,FALO,-23.05 ,29.87 ,922,X,7,,ZA
LICHTENBURG,FALT,-26.17 ,26.17 ,1486,X,7,,ZA
LANGEBAANWEG (SA,FALW,-32.97 ,18.17 ,0,X,7,,ZA
LADYSMITH,FALY,-28.57 ,29.77 ,1100,X,7,,ZA
MIDDELBURG,FAMB,-31.47 ,25.02 ,1300,X,7,,ZA
MARION ISLAND,FAME,-46.87 ,37.87 ,22,X,7,,ZA
MARGATE,FAMG,-30.85 ,30.35 ,151,X,7,,ZA
MAFIKENG,FAMK,-25.87 ,25.63 ,1400,X,7,,ZA
MMABATHO INTL AR,FAMM,-25.77 ,25.52 ,1277,X,7,,ZA
MOSSEL BAY (LGT-,FAMO,-34.17 ,22.13 ,59,X,7,,ZA
MPACHA (CIV/MIL),FAMP,-17.62 ,24.17 ,985,X,7,,ZA
MARIEPSKOP (SAAF,FAMR,-24.55 ,30.87 ,1927,X,7,,ZA
MEYERTON,FAMT,-26.55 ,28.02 ,1500,X,7,,ZA
NEWCASTLE,FANC,-27.77 ,29.97 ,1251,X,7,,ZA
NEW HANOVER,FANH,-29.42 ,30.43 ,750,X,7,,ZA
NEW LARGO,FANL,-25.92 ,28.97 ,1700,X,7,,ZA
NELSPRUIT,FANS,-25.42 ,30.97 ,674,X,7,,ZA
ONDANGWA (MIL/CI,FAOA,-17.92 ,15.97 ,1100,X,7,,ZA
OVERBERG,FAOB,-34.60 ,20.27 ,75,X,7,,ZA
OUDTSHOORN,FAOH,-33.57 ,22.22 ,359,X,7,,ZA
PIETERSBURG (SAA,FAPB,-23.87 ,29.43 ,1222,X,6,,ZA
PLETTENBERG BAY,FAPG,-34.08 ,23.33 ,139,X,7,,ZA
PRINCE ALBERT RO,FAPC,-33.22 ,22.02 ,900,X,7,,ZA
PORT ELIZABETH,FAPE,-33.97 ,25.60 ,60,X,6,,ZA
PHALABORWA(PRIVA,FAPH,-23.92 ,31.13 ,400,X,7,,ZA
PIETERSBURG(CIVI,FAPI,-23.88 ,29.47 ,1327,X,7,,ZA
PORT ST. JOHNS (,FAPJ,-31.62 ,29.55 ,47,X,7,,ZA
PIETERMARITZBURG,FAPM,-29.63 ,30.38 ,739,X,7,,ZA
PILANESBERG,FAPN,-25.33 ,27.17 ,1039,X,8,,ZA
POLOKWANE INTL,FAPP,-23.83 ,29.45 ,1242,X,6,,ZA
PRETORIA (MET),FAPR,-25.72 ,28.17 ,1322,X,7,,ZA
POTCHEFSTROOM(SA,FAPS,-26.67 ,27.10 ,1400,X,7,,ZA
QUEENSTOWN,FAQT,-31.88 ,26.87 ,1086,X,7,,ZA
RICHARD'S BAY,FARB,-28.80 ,32.10 ,0,X,7,,ZA
FARAULEP ISLAND,FARP,8.27 ,144.55 ,2,Z,9,,ZA
RUNDU (MIL/CIV),FARU,-17.92 ,19.77 ,1100,Z,9,,ZA
SPRINGBOK,FASB,-29.67 ,17.87 ,990,X,6,,ZA
SPRINGS,FASI,-26.25 ,28.40 ,1628,X,7,,ZA
SWARTKOP (SAAF),FASK,-25.82 ,28.17 ,1457,X,7,,ZA
SISHEN,FASS,-27.63 ,23.00 ,1173,X,7,,ZA
TRISTAN DA CUNHA,FATC,-37.03 ,-12.32 ,23,X,7,,ZA
TSUMEB (PRIVATE),FATM,-19.27 ,17.72 ,1327,X,7,,ZA
TZANEEN,FATZ,-23.82 ,30.32 ,583,X,7,,ZA
ULUNDI,FAUL,-28.32 ,31.42 ,525,X,7,,ZA
UPINGTON/PIERRE,FAUP,-28.38 ,21.27 ,836,X,6,,ZA
UMTATA/KD MATANZ,FAUT,-31.52 ,28.67 ,752,X,7,,ZA
VEREENIGING,FAVV,-26.57 ,27.97 ,1483,X,7,,ZA
VRYBURG,FAVB,-26.98 ,24.73 ,1195,X,7,,ZA
DURBAN/VIRGINIA,FAVG,-29.77 ,31.07 ,6,X,7,,ZA
VREDENDAL,FAVR,-31.67 ,18.50 ,34,X,7,,ZA
VICTORIA WEST,FAVW,-31.38 ,23.12 ,1256,X,7,,ZA
VRYHEID,FAVY,-27.77 ,30.80 ,1158,X,7,,ZA
WONDERBOOM/PRETO,FAWB,-25.63 ,28.22 ,1248,X,7,,ZA
WINDHOEK,FAWE,-22.57 ,17.10 ,1700,X,7,,ZA
WITBANK,FAWI,-25.83 ,29.20 ,1553,X,7,,ZA
WATERKLOOF (SAAF,FAWK,-25.82 ,28.22 ,1500,X,6,,ZA
WELKOM,FAWM,-28.00 ,26.67 ,1341,X,7,,ZA
YSTERPLANT (SAAF,FAYP,-33.88 ,18.50 ,16,X,7,,ZA
ZASTRON,FAZA,-30.30 ,27.12 ,1300,X,7,,ZA
WINDHOEK/EROS(SA,FAWW,-22.57 ,17.10 ,1725,Z,7,,ZA
J. G. STRIJDOM,FAWH,-22.47 ,17.47 ,1700,Z,7,,ZA
FRANCISTOWN,FBFT,-21.22 ,27.50 ,1000,X,6,,BW
GHANZI,FBGZ,-21.68 ,21.63 ,1100,X,6,,BW
JWANENG (PRIVATE,FBJW,-24.60 ,24.67 ,1200,X,7,,BW
KASANE,FBKE,-17.82 ,25.13 ,1000,X,6,,BW
GBADOLITE,FBLT,-21.42 ,25.60 ,985,X,7,,BW
MAUN,FBMN,-19.97 ,23.42 ,900,X,6,,BW
MAHALAPYE,FBMP,-23.07 ,26.83 ,1009,X,7,,BW
ORAPA (PRIVATE),FBOR,-21.27 ,25.32 ,945,X,7,,BW
SIR SERETSE KHAM,FBSK,-24.22 ,25.92 ,1005,X,6,,BW
SUA-PAN,FBSN,-20.47 ,25.97 ,904,X,7,,BW
SELEBI PHIKWE,FBSP,-22.05 ,27.82 ,892,X,6,,BW
SHAKAWE,FBSW,-18.37 ,21.85 ,1000,X,7,,BW
TSHANE,FBTE,-24.02 ,21.87 ,1100,X,7,,BW
TSABONG,FBTS,-26.05 ,22.43 ,1000,X,7,,BW
PANDAMATENGA,FBPA,-18.27 ,25.65 ,1064,X,7,,BW
BRAZZAVILLE/MAYA,FCBB,-4.25 ,15.25 ,316,X,6,,CG
DJAMBALA,FCBD,-2.52 ,14.77 ,790,X,7,,CG
MOUYONDZI,FCBM,-3.97 ,13.92 ,512,X,7,,CG
M'POUYA,FCBO,-2.62 ,16.22 ,312,X,7,,CG
SIBITI,FCBS,-3.67 ,13.33 ,531,X,7,,CG
GAMBOMA,FCOG,-1.87 ,15.87 ,377,X,7,,CG
IMPFONDO,FCOI,1.62 ,18.07 ,326,X,7,,CG
MAKOUA,FCOM,-0.02 ,15.57 ,379,X,7,,CG
SOUANKE,FCOS,2.07 ,14.12 ,550,X,7,,CG
