StationName,IndexNbr,RegionId,RegionName,Latitude,Longitude,CountryArea,CountryCode,StationId,IndexSubNbr,Hp,Hha
JOS,65134,1,AFRICA / AFRIQUE,9.87 ,8.90 ,NIGERIA,1340,656,0,1290,
IBI,65145,1,AFRICA / AFRIQUE,8.18 ,9.75 ,NIGERIA,1340,657,0,,110
YOLA,65167,1,AFRICA / AFRIQUE,9.23 ,12.47 ,NIGERIA,1340,658,0,186,
ISEYIN,65200,1,AFRICA / AFRIQUE,7.97 ,3.60 ,NIGERIA,1340,15492,0,,330
LAGOS/IKEJA,65201,1,AFRICA / AFRIQUE,6.58 ,3.33 ,NIGERIA,1340,659,0,39,
LAGOS/OSHODI,65202,1,AFRICA / AFRIQUE,6.50 ,3.38 ,NIGERIA,1340,660,0,,19
LAGOS ROOF,65203,1,AFRICA / AFRIQUE,6.45 ,3.40 ,NIGERIA,1340,15493,0,,14
IBADAN,65208,1,AFRICA / AFRIQUE,7.43 ,3.90 ,NIGERIA,1340,661,0,227,
IJEBU ODE,65210,1,AFRICA / AFRIQUE,6.83 ,3.93 ,NIGERIA,1340,15494,0,,77
ABEOKUTA,65213,1,AFRICA / AFRIQUE,7.17 ,3.33 ,NIGERIA,1340,15495,0,,104
OSHOGBO,65215,1,AFRICA / AFRIQUE,7.78 ,4.48 ,NIGERIA,1340,662,0,,302
ONDO,65222,1,AFRICA / AFRIQUE,7.10 ,4.83 ,NIGERIA,1340,663,0,,287
ADO EKITI,65224,1,AFRICA / AFRIQUE,7.65 ,5.20 ,NIGERIA,1340,15496,0,,453
BENIN CITY,65229,1,AFRICA / AFRIQUE,6.32 ,5.10 ,NIGERIA,1340,664,0,,77
AKURE,65232,1,AFRICA / AFRIQUE,7.28 ,5.30 ,NIGERIA,1340,15497,0,375,
WARRI,65236,1,AFRICA / AFRIQUE,5.52 ,5.73 ,NIGERIA,1340,665,0,,6
LOKOJA,65243,1,AFRICA / AFRIQUE,7.78 ,6.73 ,NIGERIA,1340,666,0,,62
ONITSHA,65245,1,AFRICA / AFRIQUE,6.15 ,6.78 ,NIGERIA,1340,667,0,,67
AWKA,65246,1,AFRICA / AFRIQUE,6.20 ,7.05 ,NIGERIA,1340,15498,0,,325
PORT HARCOURT,65250,1,AFRICA / AFRIQUE,4.85 ,7.02 ,NIGERIA,1340,668,0,19,
OWERRI,65252,1,AFRICA / AFRIQUE,5.48 ,7.00 ,NIGERIA,1340,15499,0,,91
UMUAHIA,65254,1,AFRICA / AFRIQUE,5.48 ,7.55 ,NIGERIA,1340,15500,0,,122
ENUGU,65257,1,AFRICA / AFRIQUE,6.47 ,7.55 ,NIGERIA,1340,669,0,141,
UYO,65260,1,AFRICA / AFRIQUE,5.50 ,7.92 ,NIGERIA,1340,15501,0,38,
CALABAR,65264,1,AFRICA / AFRIQUE,4.97 ,8.35 ,NIGERIA,1340,670,0,,61
MAKURDI,65271,1,AFRICA / AFRIQUE,7.73 ,8.53 ,NIGERIA,1340,671,0,112,
IKOM,65273,1,AFRICA / AFRIQUE,5.97 ,8.70 ,NIGERIA,1340,673,0,,119
OBUDU,65274,1,AFRICA / AFRIQUE,6.60 ,9.32 ,NIGERIA,1340,15502,0,,284
OGOJA,65275,1,AFRICA / AFRIQUE,6.67 ,8.80 ,NIGERIA,1340,15503,0,,117
KANDI,65306,1,AFRICA / AFRIQUE,11.13 ,2.93 ,BENIN,1350,674,0,292,290
NATITINGOU,65319,1,AFRICA / AFRIQUE,10.32 ,1.38 ,BENIN,1350,675,0,461,460
PARAKOU,65330,1,AFRICA / AFRIQUE,9.35 ,2.62 ,BENIN,1350,676,0,393,392
SAVE,65335,1,AFRICA / AFRIQUE,8.03 ,2.47 ,BENIN,1350,677,0,200,199
BOHICON,65338,1,AFRICA / AFRIQUE,7.17 ,2.07 ,BENIN,1350,678,0,167,166
COTONOU,65344,1,AFRICA / AFRIQUE,6.35 ,2.38 ,BENIN,1350,679,0,9,5
DAPAON,65351,1,AFRICA / AFRIQUE,10.87 ,0.25 ,TOGO,1360,680,0,330,329
MANGO,65352,1,AFRICA / AFRIQUE,10.37 ,0.47 ,TOGO,1360,681,0,146,145
NIAMTOUGOU,65355,1,AFRICA / AFRIQUE,9.77 ,1.10 ,TOGO,1360,682,0,343,342
KARA,65357,1,AFRICA / AFRIQUE,9.55 ,1.17 ,TOGO,1360,683,0,341,340
SOKODE,65361,1,AFRICA / AFRIQUE,8.98 ,1.15 ,TOGO,1360,684,0,387,386
ATAKPAME,65376,1,AFRICA / AFRIQUE,7.58 ,1.12 ,TOGO,1360,685,0,402,400
KOUMA-KONDA,65378,1,AFRICA / AFRIQUE,6.95 ,0.58 ,TOGO,1360,686,0,641,643
TABLIGBO,65380,1,AFRICA / AFRIQUE,6.58 ,1.50 ,TOGO,1360,687,0,44,44
LOME,65387,1,AFRICA / AFRIQUE,6.17 ,1.25 ,TOGO,1360,688,0,25,20
NAVRONGO,65401,1,AFRICA / AFRIQUE,10.90 ,-1.10 ,GHANA,1370,689,0,,213
WA,65404,1,AFRICA / AFRIQUE,10.05 ,-2.50 ,GHANA,1370,690,0,,322
BOLE,65416,1,AFRICA / AFRIQUE,9.03 ,-2.48 ,GHANA,1370,691,0,,299
TAMALE,65418,1,AFRICA / AFRIQUE,9.55 ,-0.85 ,GHANA,1370,692,0,,168
YENDI,65420,1,AFRICA / AFRIQUE,9.45 ,-0.02 ,GHANA,1370,693,0,,195
WENCHI,65432,1,AFRICA / AFRIQUE,7.75 ,-2.10 ,GHANA,1370,694,0,,338
KETE-KRACHI,65437,1,AFRICA / AFRIQUE,7.82 ,-0.03 ,GHANA,1370,695,0,,122
SUNYANI,65439,1,AFRICA / AFRIQUE,7.33 ,-2.33 ,GHANA,1370,696,0,306,
KUMASI,65442,1,AFRICA / AFRIQUE,6.72 ,-1.60 ,GHANA,1370,697,0,,286
SEFWI BEKWAI,65445,1,AFRICA / AFRIQUE,6.20 ,-2.33 ,GHANA,1370,698,0,,170
ABETIFI,65450,1,AFRICA / AFRIQUE,6.67 ,-0.75 ,GHANA,1370,14665,0,,594
HO,65453,1,AFRICA / AFRIQUE,6.60 ,0.47 ,GHANA,1370,699,0,,157
AKIM ODA,65457,1,AFRICA / AFRIQUE,5.93 ,-0.98 ,GHANA,1370,700,0,,139
KOFORIDUA,65459,1,AFRICA / AFRIQUE,6.08 ,-0.25 ,GHANA,1370,701,0,,166
AKUSE,65460,1,AFRICA / AFRIQUE,6.10 ,0.12 ,GHANA,1370,702,0,,17
AKATSI,65462,1,AFRICA / AFRIQUE,6.12 ,0.80 ,GHANA,1370,703,0,,53
AXIM,65465,1,AFRICA / AFRIQUE,4.87 ,-2.23 ,GHANA,1370,704,0,,37
TAKORADI,65467,1,AFRICA / AFRIQUE,4.88 ,-1.77 ,GHANA,1370,705,0,4,
SALTPOND,65469,1,AFRICA / AFRIQUE,5.20 ,-1.07 ,GHANA,1370,706,0,,439
ACCRA,65472,1,AFRICA / AFRIQUE,5.60 ,-0.17 ,GHANA,1370,707,0,67,
TEMA,65473,1,AFRICA / AFRIQUE,5.62 ,0.00 ,GHANA,1370,708,0,,14
ADA,65475,1,AFRICA / AFRIQUE,5.78 ,0.63 ,GHANA,1370,709,0,,5
MARKOYE,65500,1,AFRICA / AFRIQUE,14.63 ,-0.07 ,BURKINA FASO,1380,710,0,,295
DORI,65501,1,AFRICA / AFRIQUE,14.03 ,-0.03 ,BURKINA FASO,1380,711,0,277,276
OUAHIGOUYA,65502,1,AFRICA / AFRIQUE,13.58 ,-2.43 ,BURKINA FASO,1380,712,0,,329
OUAGADOUGOU,65503,1,AFRICA / AFRIQUE,12.35 ,-1.52 ,BURKINA FASO,1380,713,0,306,303
DEDOUGOU,65505,1,AFRICA / AFRIQUE,12.47 ,-3.48 ,BURKINA FASO,1380,714,0,300,299
FADA N'GOURMA,65507,1,AFRICA / AFRIQUE,12.07 ,0.35 ,BURKINA FASO,1380,715,0,,292
BOBO-DIOULASSO,65510,1,AFRICA / AFRIQUE,11.17 ,-4.30 ,BURKINA FASO,1380,716,0,,432
BOROMO,65516,1,AFRICA / AFRIQUE,11.73 ,-2.92 ,BURKINA FASO,1380,717,0,,264
PO,65518,1,AFRICA / AFRIQUE,11.17 ,-1.15 ,BURKINA FASO,1380,718,0,,326
GAOUA,65522,1,AFRICA / AFRIQUE,10.33 ,-3.18 ,BURKINA FASO,1380,719,0,335,333
MANGODARA,65523,1,AFRICA / AFRIQUE,9.90 ,-4.35 ,BURKINA FASO,1380,720,0,,260
ODIENNE,65528,1,AFRICA / AFRIQUE,9.50 ,-7.57 ,COTE D'IVOIRE,1390,721,0,421,434
KORHOGO,65536,1,AFRICA / AFRIQUE,9.42 ,-5.62 ,COTE D'IVOIRE,1390,722,0,381,381
BONDOUKOU,65545,1,AFRICA / AFRIQUE,8.05 ,-2.78 ,COTE D'IVOIRE,1390,723,0,370,369
MAN,65548,1,AFRICA / AFRIQUE,7.38 ,-7.52 ,COTE D'IVOIRE,1390,724,0,340,339
BOUAKE,65555,1,AFRICA / AFRIQUE,7.73 ,-5.07 ,COTE D'IVOIRE,1390,725,0,376,376
GAGNOA,65557,1,AFRICA / AFRIQUE,6.13 ,-5.95 ,COTE D'IVOIRE,1390,726,0,210,205
DALOA,65560,1,AFRICA / AFRIQUE,6.87 ,-6.47 ,COTE D'IVOIRE,1390,727,0,277,276
DIMBOKRO,65562,1,AFRICA / AFRIQUE,6.65 ,-4.70 ,COTE D'IVOIRE,1390,728,0,92,92
YAMOUSSOUKRO,65563,1,AFRICA / AFRIQUE,6.90 ,-5.35 ,COTE D'IVOIRE,1390,729,0,213,196
ABIDJAN,65578,1,AFRICA / AFRIQUE,5.25 ,-3.93 ,COTE D'IVOIRE,1390,730,0,8,7
ADIAKE,65585,1,AFRICA / AFRIQUE,5.30 ,-3.30 ,COTE D'IVOIRE,1390,731,0,39,33
TABOU,65592,1,AFRICA / AFRIQUE,4.42 ,-7.37 ,COTE D'IVOIRE,1390,732,0,21,21
SAN PEDRO,65594,1,AFRICA / AFRIQUE,4.75 ,-6.65 ,COTE D'IVOIRE,1390,733,0,30,30
SASSANDRA,65599,1,AFRICA / AFRIQUE,4.95 ,-6.08 ,COTE D'IVOIRE,1390,734,0,66,62
SPRIGGS PAYNE AIRPORT,65602,1,AFRICA / AFRIQUE,6.33 ,-10.75 ,LIBERIA,1400,735,0,12,8
ROBERTS FIELD,65660,1,AFRICA / AFRIQUE,6.25 ,-10.35 ,LIBERIA,1400,736,0,18,8
CABINDA,66104,1,AFRICA / AFRIQUE,-5.55 ,12.18 ,ANGOLA,1410,737,0,20,25
NOQUI,66116,1,AFRICA / AFRIQUE,-5.87 ,13.43 ,ANGOLA,1410,738,0,,
NBANZA-KONGO,66118,1,AFRICA / AFRIQUE,-6.27 ,14.25 ,ANGOLA,1410,739,0,,
MAQUELA DO ZOMBO,66121,1,AFRICA / AFRIQUE,-6.03 ,15.12 ,ANGOLA,1410,740,0,920,920
N'ZETO (AMBRIZETE),66130,1,AFRICA / AFRIQUE,-7.23 ,12.87 ,ANGOLA,1410,741,0,17,18
TOTO,66136,1,AFRICA / AFRIQUE,-7.17 ,14.27 ,ANGOLA,1410,742,0,,540
CARMONA,66140,1,AFRICA / AFRIQUE,-7.58 ,15.00 ,ANGOLA,1410,743,0,831,829
NEGAGE,66142,1,AFRICA / AFRIQUE,-7.68 ,15.37 ,ANGOLA,1410,744,0,1249,1248
DUNDO,66152,1,AFRICA / AFRIQUE,-7.40 ,20.82 ,ANGOLA,1410,745,0,776,775
LUANDA,66160,1,AFRICA / AFRIQUE,-8.85 ,13.23 ,ANGOLA,1410,746,0,70,74
N'DALATANDO,66172,1,AFRICA / AFRIQUE,-9.28 ,14.92 ,ANGOLA,1410,747,0,795,
CAMAXILO,66187,1,AFRICA / AFRIQUE,-8.37 ,18.93 ,ANGOLA,1410,748,0,1180,1180
SUMBE,66210,1,AFRICA / AFRIQUE,-11.20 ,13.85 ,ANGOLA,1410,749,0,10,
MALANGE,66215,1,AFRICA / AFRIQUE,-9.55 ,16.37 ,ANGOLA,1410,750,0,1142,1139
MBANZA CONGO,66223,1,AFRICA / AFRIQUE,-6.27 ,14.25 ,ANGOLA,1410,751,0,530,
SAURIMO (HENRIQUE DE CARVALHO),66226,1,AFRICA / AFRIQUE,-9.65 ,20.40 ,ANGOLA,1410,752,0,1080,1081
PORTO AMBOIM,66240,1,AFRICA / AFRIQUE,-10.70 ,13.75 ,ANGOLA,1410,753,0,5,5
SUMBE,66260,1,AFRICA / AFRIQUE,-11.20 ,13.85 ,ANGOLA,1410,754,0,,
WAKU KUNGU (CELA),66270,1,AFRICA / AFRIQUE,-11.42 ,15.12 ,ANGOLA,1410,755,0,1304,1304
LUENA (LUSO),66285,1,AFRICA / AFRIQUE,-11.78 ,19.92 ,ANGOLA,1410,756,0,1357,1357
CAZOMBO,66296,1,AFRICA / AFRIQUE,-11.87 ,22.90 ,ANGOLA,1410,757,0,1126,1125
LOBITO,66305,1,AFRICA / AFRIQUE,-12.37 ,13.53 ,ANGOLA,1410,758,0,3,3
MONBACA (BENGUELA),66310,1,AFRICA / AFRIQUE,-12.58 ,13.42 ,ANGOLA,1410,759,0,4,33
HUAMBO (NOVA LISBOA),66318,1,AFRICA / AFRIQUE,-12.80 ,15.75 ,ANGOLA,1410,760,0,1701,1710
BIE (SILVA PORTO),66325,1,AFRICA / AFRIQUE,-12.38 ,16.95 ,ANGOLA,1410,761,0,1699,1701
LUBANGO (SA DA BANDEIRA),66390,1,AFRICA / AFRIQUE,-14.93 ,13.57 ,ANGOLA,1410,762,0,1758,1760
MENONGUE (SERPA PINTO),66410,1,AFRICA / AFRIQUE,-14.65 ,17.68 ,ANGOLA,1410,763,0,1343,1348
MOCAMEDES,66422,1,AFRICA / AFRIQUE,-15.20 ,12.15 ,ANGOLA,1410,764,0,45,43
MAVINGA,66447,1,AFRICA / AFRIQUE,-15.83 ,20.35 ,ANGOLA,1410,765,0,1088,1118
BAIA DOS TIGRES,66450,1,AFRICA / AFRIQUE,-16.60 ,11.72 ,ANGOLA,1410,766,0,1,1
PEREIRA DE ECA,66460,1,AFRICA / AFRIQUE,-17.08 ,15.73 ,ANGOLA,1410,767,0,1109,1108
ROCADAS,66485,1,AFRICA / AFRIQUE,-16.72 ,15.00 ,ANGOLA,1410,768,0,1099,1100
MORONI AIRPORT (GRANDE-COMORE),67001,1,AFRICA / AFRIQUE,-11.70 ,43.23 ,COMOROS / COMORES,1420,769,0,6,6
HAHAYA INT. AIRPORT,67002,1,AFRICA / AFRIQUE,-11.53 ,43.27 ,COMOROS / COMORES,1420,770,0,29,29
OUANI (ANJOUAN),67004,1,AFRICA / AFRIQUE,-12.12 ,44.43 ,COMOROS / COMORES,1420,771,0,12,19
PAMANDZI (MAYOTTE),67005,1,AFRICA / AFRIQUE,-12.80 ,45.27 ,COMOROS / COMORES,1420,772,0,7,7
ANTSIRANANA,67009,1,AFRICA / AFRIQUE,-12.35 ,49.30 ,MADAGASCAR,1430,773,0,105,114
FASCENE (NOSSI-BE),67012,1,AFRICA / AFRIQUE,-13.32 ,48.32 ,MADAGASCAR,1430,774,0,9,10
VOHEMAR,67017,1,AFRICA / AFRIQUE,-13.37 ,50.00 ,MADAGASCAR,1430,775,0,5,6
ANALALAVA,67019,1,AFRICA / AFRIQUE,-14.63 ,47.77 ,MADAGASCAR,1430,776,0,57,105
ANTSOHIHY,67020,1,AFRICA / AFRIQUE,-14.88 ,47.98 ,MADAGASCAR,1430,777,0,,23
ANDAPA,67022,1,AFRICA / AFRIQUE,-14.65 ,49.62 ,MADAGASCAR,1430,778,0,474,473
SAMBAVA,67023,1,AFRICA / AFRIQUE,-14.28 ,50.17 ,MADAGASCAR,1430,779,0,5,5
ANTALAHA,67025,1,AFRICA / AFRIQUE,-14.88 ,50.25 ,MADAGASCAR,1430,780,0,88,87
MAHAJANGA,67027,1,AFRICA / AFRIQUE,-15.67 ,46.35 ,MADAGASCAR,1430,781,0,18,26
BESALAMPY,67037,1,AFRICA / AFRIQUE,-16.75 ,44.48 ,MADAGASCAR,1430,782,0,36,38
MAEVATANANA,67045,1,AFRICA / AFRIQUE,-16.95 ,46.83 ,MADAGASCAR,1430,783,0,79,76
AMBOHITSILAOZANA,67067,1,AFRICA / AFRIQUE,-17.63 ,48.50 ,MADAGASCAR,1430,11604,0,780,
SAINTE-MARIE AERODROME,67072,1,AFRICA / AFRIQUE,-17.08 ,49.82 ,MADAGASCAR,1430,784,0,3,2
MAINTIRANO,67073,1,AFRICA / AFRIQUE,-18.05 ,44.03 ,MADAGASCAR,1430,785,0,23,23
ANTANANARIVO/IVATO,67083,1,AFRICA / AFRIQUE,-18.80 ,47.48 ,MADAGASCAR,1430,786,0,1276,1279
ANTANANARIVO,67085,1,AFRICA / AFRIQUE,-18.87 ,47.50 ,MADAGASCAR,1430,15533,0,,
TOAMASINA,67095,1,AFRICA / AFRIQUE,-18.12 ,49.40 ,MADAGASCAR,1430,787,0,6,5
ANTSIRABE,67107,1,AFRICA / AFRIQUE,-19.82 ,47.07 ,MADAGASCAR,1430,788,0,1532,1523
MAHANORO,67113,1,AFRICA / AFRIQUE,-19.83 ,48.80 ,MADAGASCAR,1430,789,0,5,5
MORONDAVA,67117,1,AFRICA / AFRIQUE,-20.28 ,44.32 ,MADAGASCAR,1430,790,0,8,7
MOROMBE,67131,1,AFRICA / AFRIQUE,-21.75 ,43.37 ,MADAGASCAR,1430,791,0,4,5
FIANARANTSOA,67137,1,AFRICA / AFRIQUE,-21.45 ,47.10 ,MADAGASCAR,1430,792,0,1109,1115
MANANJARY,67143,1,AFRICA / AFRIQUE,-21.20 ,48.37 ,MADAGASCAR,1430,793,0,6,5
RANOHIRA,67152,1,AFRICA / AFRIQUE,-22.55 ,45.40 ,MADAGASCAR,1430,794,0,824,824
FARAFANGANA,67157,1,AFRICA / AFRIQUE,-22.80 ,47.83 ,MADAGASCAR,1430,795,0,6,8
TOLIARA,67161,1,AFRICA / AFRIQUE,-23.38 ,43.73 ,MADAGASCAR,1430,796,0,8,8
FAUX-CAP,67194,1,AFRICA / AFRIQUE,-25.55 ,45.53 ,MADAGASCAR,1430,797,0,22,22
TAOLAGNARO,67197,1,AFRICA / AFRIQUE,-25.03 ,46.95 ,MADAGASCAR,1430,798,0,9,8
MOCIMBOA DA PRAIA,67205,1,AFRICA / AFRIQUE,-11.35 ,40.37 ,MOZAMBIQUE,1440,799,0,29,27
PEMBA,67215,1,AFRICA / AFRIQUE,-12.98 ,40.53 ,MOZAMBIQUE,1440,800,0,50,101
LICHINGA,67217,1,AFRICA / AFRIQUE,-13.30 ,35.23 ,MOZAMBIQUE,1440,801,0,1365,1364
MARRUPA,67221,1,AFRICA / AFRIQUE,-13.73 ,37.55 ,MOZAMBIQUE,1440,802,0,838,836
MONTEPUEZ,67223,1,AFRICA / AFRIQUE,-13.13 ,39.03 ,MOZAMBIQUE,1440,803,0,535,534
ULONGUE,67229,1,AFRICA / AFRIQUE,-14.73 ,34.35 ,MOZAMBIQUE,1440,804,0,1311,1270
CUAMBA,67231,1,AFRICA / AFRIQUE,-14.83 ,36.52 ,MOZAMBIQUE,1440,805,0,607,606
NAMPULA,67237,1,AFRICA / AFRIQUE,-15.10 ,39.28 ,MOZAMBIQUE,1440,806,0,441,438
LUMBO,67241,1,AFRICA / AFRIQUE,-15.03 ,40.67 ,MOZAMBIQUE,1440,807,0,11,10
ZUMBO,67243,1,AFRICA / AFRIQUE,-15.62 ,30.43 ,MOZAMBIQUE,1440,808,0,340,343
TETE,67261,1,AFRICA / AFRIQUE,-16.18 ,33.58 ,MOZAMBIQUE,1440,809,0,150,149
ANGOCHE,67273,1,AFRICA / AFRIQUE,-16.22 ,39.90 ,MOZAMBIQUE,1440,810,0,62,61
CAIA,67280,1,AFRICA / AFRIQUE,-17.83 ,35.33 ,MOZAMBIQUE,1440,811,0,45,30
QUELIMANE,67283,1,AFRICA / AFRIQUE,-17.88 ,36.88 ,MOZAMBIQUE,1440,812,0,16,6
PEBANE,67285,1,AFRICA / AFRIQUE,-17.27 ,38.15 ,MOZAMBIQUE,1440,813,0,26,25
CHIMOIO,67295,1,AFRICA / AFRIQUE,-19.12 ,33.47 ,MOZAMBIQUE,1440,814,0,732,731
BEIRA,67297,1,AFRICA / AFRIQUE,-19.80 ,34.90 ,MOZAMBIQUE,1440,815,0,16,8
CHICUALACUALA,67308,1,AFRICA / AFRIQUE,-22.08 ,31.68 ,MOZAMBIQUE,1440,816,0,453,452
VILANCULOS,67315,1,AFRICA / AFRIQUE,-22.00 ,35.32 ,MOZAMBIQUE,1440,817,0,21,20
INHAMBANE,67323,1,AFRICA / AFRIQUE,-23.87 ,35.38 ,MOZAMBIQUE,1440,818,0,15,14
XAI XAI,67335,1,AFRICA / AFRIQUE,-25.05 ,33.63 ,MOZAMBIQUE,1440,819,0,5,4
MAPUTO/MAVALANE,67341,1,AFRICA / AFRIQUE,-25.92 ,32.57 ,MOZAMBIQUE,1440,820,0,44,39
CHANGALANE,67346,1,AFRICA / AFRIQUE,-26.28 ,32.18 ,MOZAMBIQUE,1440,821,0,104,100
KAWAMBWA,67403,1,AFRICA / AFRIQUE,-9.80 ,29.08 ,ZAMBIA / ZAMBIE,1450,822,0,1324,1323
MBALA,67413,1,AFRICA / AFRIQUE,-8.85 ,31.33 ,ZAMBIA / ZAMBIE,1450,823,0,,1673
CHITIPA,67421,1,AFRICA / AFRIQUE,-9.70 ,33.27 ,MALAWI,1460,858,0,1278,1278
KARONGA,67423,1,AFRICA / AFRIQUE,-9.95 ,33.88 ,MALAWI,1460,859,0,529,529
BOLERO,67424,1,AFRICA / AFRIQUE,-10.97 ,33.73 ,MALAWI,1460,860,0,1100,1100
MWINILUNGA,67441,1,AFRICA / AFRIQUE,-11.75 ,24.43 ,ZAMBIA / ZAMBIE,1450,824,0,1363,1361
MANSA,67461,1,AFRICA / AFRIQUE,-11.10 ,28.85 ,ZAMBIA / ZAMBIE,1450,825,0,1384,1382
KASAMA,67475,1,AFRICA / AFRIQUE,-10.22 ,31.13 ,ZAMBIA / ZAMBIE,1450,826,0,1384,1382
MISAMFU,67476,1,AFRICA / AFRIQUE,-10.10 ,31.25 ,ZAMBIA / ZAMBIE,1450,827,0,,1536
MPIKA,67477,1,AFRICA / AFRIQUE,-11.90 ,31.43 ,ZAMBIA / ZAMBIE,1450,828,0,1402,1400
ISOKA,67481,1,AFRICA / AFRIQUE,-10.12 ,32.63 ,ZAMBIA / ZAMBIE,1450,829,0,,1360
MZIMBA,67485,1,AFRICA / AFRIQUE,-11.88 ,33.62 ,MALAWI,1460,861,0,1351,1349
MZUZU,67489,1,AFRICA / AFRIQUE,-11.45 ,34.02 ,MALAWI,1460,862,0,1253,1251
NKHATA BAY,67493,1,AFRICA / AFRIQUE,-11.60 ,34.30 ,MALAWI,1460,863,0,500,500
ZAMBEZI,67531,1,AFRICA / AFRIQUE,-13.53 ,23.12 ,ZAMBIA / ZAMBIE,1450,830,0,1078,1077
KASEMPA,67541,1,AFRICA / AFRIQUE,-13.53 ,25.85 ,ZAMBIA / ZAMBIE,1450,831,0,1234,1234
KABOMPO,67543,1,AFRICA / AFRIQUE,-13.60 ,24.20 ,ZAMBIA / ZAMBIE,1450,832,0,,1075
SOLWEZI,67551,1,AFRICA / AFRIQUE,-12.18 ,26.38 ,ZAMBIA / ZAMBIE,1450,833,0,,1386
NDOLA,67561,1,AFRICA / AFRIQUE,-13.00 ,28.65 ,ZAMBIA / ZAMBIE,1450,834,0,1270,1269
KAFIRONDA,67563,1,AFRICA / AFRIQUE,-12.60 ,28.12 ,ZAMBIA / ZAMBIE,1450,835,0,,1243
SERENJE,67571,1,AFRICA / AFRIQUE,-13.23 ,30.22 ,ZAMBIA / ZAMBIE,1450,836,0,,1384
MKUSHI,67575,1,AFRICA / AFRIQUE,-13.63 ,29.43 ,ZAMBIA / ZAMBIE,1450,837,0,,1237
MSEKERA,67580,1,AFRICA / AFRIQUE,-13.65 ,32.57 ,ZAMBIA / ZAMBIE,1450,838,0,,1025
CHIPATA,67581,1,AFRICA / AFRIQUE,-13.55 ,32.58 ,ZAMBIA / ZAMBIE,1450,839,0,1032,1028
LUNDAZI,67583,1,AFRICA / AFRIQUE,-12.28 ,33.20 ,ZAMBIA / ZAMBIE,1450,840,0,,1143
KASUNGU,67584,1,AFRICA / AFRIQUE,-13.02 ,33.47 ,MALAWI,1460,864,0,1015,1015
CHITEDZE,67585,1,AFRICA / AFRIQUE,-13.98 ,33.63 ,MALAWI,1460,865,0,1149,1149
LILONGWE INT'L AIRPORT,67586,1,AFRICA / AFRIQUE,-13.78 ,33.77 ,MALAWI,1460,866,0,1229,1229
N.R.C.,67588,1,AFRICA / AFRIQUE,-14.17 ,33.67 ,MALAWI,1460,867,0,1100,1100
NKHOTA KOTA,67591,1,AFRICA / AFRIQUE,-12.92 ,34.27 ,MALAWI,1460,868,0,500,500
SALIMA,67597,1,AFRICA / AFRIQUE,-13.75 ,34.58 ,MALAWI,1460,869,0,513,513
MFUWE,67599,1,AFRICA / AFRIQUE,-13.27 ,31.93 ,ZAMBIA / ZAMBIE,1450,841,0,570,568
KALABO,67625,1,AFRICA / AFRIQUE,-14.85 ,22.70 ,ZAMBIA / ZAMBIE,1450,842,0,,
MONGU,67633,1,AFRICA / AFRIQUE,-15.25 ,23.15 ,ZAMBIA / ZAMBIE,1450,843,0,1053,1052
KAOMA,67641,1,AFRICA / AFRIQUE,-14.80 ,24.80 ,ZAMBIA / ZAMBIE,1450,844,0,1213,1213
MUMBWA,67655,1,AFRICA / AFRIQUE,-15.07 ,27.18 ,ZAMBIA / ZAMBIE,1450,845,0,1218,1216
KAFUE POLDER,67659,1,AFRICA / AFRIQUE,-15.77 ,27.92 ,ZAMBIA / ZAMBIE,1450,846,0,,978
KABWE AGRIC,67662,1,AFRICA / AFRIQUE,-14.40 ,28.50 ,ZAMBIA / ZAMBIE,1450,847,0,,1165
KABWE,67663,1,AFRICA / AFRIQUE,-14.45 ,28.47 ,ZAMBIA / ZAMBIE,1450,848,0,1207,1206
LUSAKA INTERNATIONAL AIRPORT,67665,1,AFRICA / AFRIQUE,-15.32 ,28.45 ,ZAMBIA / ZAMBIE,1450,849,0,1154,1152
LUSAKA CITY AIRPORT,67666,1,AFRICA / AFRIQUE,-15.42 ,28.47 ,ZAMBIA / ZAMBIE,1450,850,0,,1280
MOUNT MAKULU,67667,1,AFRICA / AFRIQUE,-15.55 ,28.25 ,ZAMBIA / ZAMBIE,1450,851,0,,1213
PETAUKE,67673,1,AFRICA / AFRIQUE,-14.25 ,31.28 ,ZAMBIA / ZAMBIE,1450,852,0,1036,1035
CHICHIRI,67687,1,AFRICA / AFRIQUE,-15.78 ,35.03 ,MALAWI,1460,870,0,1141,1141
DEDZA,67689,1,AFRICA / AFRIQUE,-14.32 ,34.27 ,MALAWI,1460,871,0,1632,1630
MONKEY BAY,67690,1,AFRICA / AFRIQUE,-14.08 ,34.92 ,MALAWI,1460,872,0,474,474
MAKOKA,67692,1,AFRICA / AFRIQUE,-15.52 ,35.22 ,MALAWI,1460,873,0,1028,1028
CHILEKA,67693,1,AFRICA / AFRIQUE,-15.68 ,34.97 ,MALAWI,1460,874,0,767,766
MANGOCHI,67695,1,AFRICA / AFRIQUE,-14.43 ,35.25 ,MALAWI,1460,875,0,485,485
MIMOSA,67699,1,AFRICA / AFRIQUE,-16.08 ,35.58 ,MALAWI,1460,876,0,653,653
SENANGA,67731,1,AFRICA / AFRIQUE,-16.10 ,23.27 ,ZAMBIA / ZAMBIE,1450,853,0,,1027
